generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.41,8.9286,8.5141,162,200,897
2,294.00,302.35,9.0429,8.4846,156,200,1585
3,294.00,301.58,10.2229,9.5247,159,200,3835
4,294.00,301.12,10.6629,10.2791,123,200,5069
5,294.00,301.86,11.1400,10.6603,110,200,6215
6,294.00,304.86,11.5829,11.0037,173,200,7507
7,294.00,303.70,11.8457,11.3158,200,200,8952
8,294.00,303.26,12.0657,11.5898,200,200,10689
9,294.00,305.53,12.3286,11.9251,200,200,12627
10,294.00,304.51,12.4314,12.1005,200,200,14644
11,294.00,304.41,12.6543,12.2816,200,200,16716
12,294.00,305.15,12.9029,12.4936,200,200,18806
13,294.00,305.47,13.0229,12.6375,200,200,20954
14,294.00,306.50,13.1857,12.7199,200,200,23188
