INSTANCIA,TAM,POB,CRU,MUT,HV,PARETO_FILE
promedio_2024,286,200,0.60,0.001,0.381326,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.360923,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.381603,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.390135,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.386334,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.393342,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.374911,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.376833,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.381415,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.369493,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.372448,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.390152,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.371408,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.382186,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.383621,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.382714,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.388856,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.393445,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.385030,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.394056,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.380132,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.385705,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.376767,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.377059,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.369420,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.376714,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.368421,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.383489,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.369078,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.001,0.367837,output/promedio_2024_pareto_front.csv
