generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.36,9.1486,8.5365,162,200,1043
2,294.00,304.69,9.1486,8.4806,162,200,1863
3,294.00,298.25,9.7314,9.4649,93,200,3911
4,294.00,299.89,10.7086,9.9543,73,200,4693
5,294.00,305.99,10.9371,10.4855,88,200,5601
6,294.00,308.90,11.6171,10.8172,134,200,6693
7,294.00,311.53,11.6457,11.2045,183,200,7944
8,294.00,312.56,11.8200,11.4481,200,200,9591
9,294.00,308.43,11.9486,11.5255,200,200,11452
10,294.00,304.75,12.0029,11.5127,200,200,13318
11,294.00,306.56,12.1714,11.7070,200,200,15291
12,294.00,307.16,12.3143,11.7999,200,200,17219
13,294.00,306.55,12.3629,11.8755,200,200,19301
14,294.00,307.10,12.6229,12.0523,200,200,21473
