generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.64,9.0171,8.5451,161,200,938
2,294.00,307.24,9.3286,8.4712,161,200,1670
3,295.00,314.95,9.6686,8.9264,128,200,5473
4,307.00,335.86,10.0800,9.2638,128,200,9156
5,316.00,332.04,10.0171,9.3149,104,200,12632
6,324.00,337.62,10.1800,9.5066,86,200,16206
7,330.00,352.96,10.6771,9.9099,137,200,19950
8,335.00,358.33,10.8829,9.9366,172,200,23885
9,340.00,380.25,10.9600,10.1505,154,200,27840
10,350.00,374.23,10.9143,9.9332,112,200,31603
11,357.00,382.40,10.8629,9.9736,111,200,35401
12,362.00,384.70,10.8571,10.0340,125,200,39574
13,368.00,386.82,10.7743,10.0654,97,200,43403
14,373.00,391.89,10.9657,10.1588,126,200,47173
