INSTANCIA,TAM,POB,CRU,MUT,HV,PARETO_FILE
promedio_2024,286,200,0.60,0.010,0.294518,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.294287,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.296038,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.307423,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.291794,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.300747,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.289083,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.298835,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.304310,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.300559,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.302249,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.306606,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.290509,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.304656,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.292492,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.304329,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.313177,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.302011,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.305370,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.297239,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.282906,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.284169,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.291893,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.298169,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.308560,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.306839,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.296541,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.287180,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.309943,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.010,0.297248,output/promedio_2024_pareto_front.csv
