generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,300.28,8.9943,8.5333,173,200,915
2,294.00,305.12,9.1571,8.4733,174,200,1679
3,296.00,320.19,9.7686,9.0502,177,200,5074
4,300.00,318.27,9.9486,9.2678,146,200,8453
5,311.00,331.54,10.4686,9.5526,131,200,11861
6,318.00,341.07,10.5829,9.7292,152,200,15401
7,324.00,347.00,10.6829,9.7130,146,200,19101
8,332.00,363.60,11.2171,10.2176,182,200,22809
9,341.00,387.85,11.2800,10.5002,184,200,26706
10,347.00,389.20,11.3657,10.4400,181,200,30460
11,358.00,394.77,11.5486,10.5117,184,200,34209
12,362.00,398.14,11.6229,10.7254,187,200,37889
13,364.00,397.17,11.7857,10.8675,196,200,41574
14,372.00,405.70,11.6143,10.8732,196,200,45263
