generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.61,9.0714,8.5435,155,200,1188
2,295.00,306.93,9.0429,8.5014,146,200,2003
3,297.00,318.03,9.7143,9.1117,108,200,5219
4,304.00,325.29,10.1143,9.4765,136,200,8844
5,313.00,327.23,10.3143,9.5361,123,200,12976
6,323.00,338.68,10.6371,9.7821,88,200,17377
7,328.00,352.53,10.9943,9.9094,55,200,21884
8,339.00,366.65,11.2629,9.9449,51,200,26634
9,344.00,380.36,11.4286,10.1963,84,200,31175
10,352.00,394.41,11.4743,10.7169,142,200,35462
11,360.00,396.85,11.4686,10.7810,161,200,39576
12,365.00,394.73,11.6171,10.6810,111,200,44019
13,365.00,399.22,11.6000,10.7691,160,200,48274
14,366.00,395.78,11.6514,10.7560,169,200,52691
