generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.15,8.9971,8.5124,167,200,961
2,295.00,306.60,8.9943,8.4813,169,200,1798
3,297.00,317.31,9.9000,9.2084,166,200,5040
4,312.00,340.12,10.4200,9.6793,199,200,7483
5,318.00,349.85,10.5857,9.9541,200,200,10262
6,330.00,368.38,11.1314,10.2677,200,200,13211
7,333.00,367.32,11.0371,10.3502,200,200,16333
8,342.00,366.24,11.0457,10.2503,200,200,19740
9,346.00,379.72,11.1457,10.4580,200,200,23267
10,356.00,378.27,11.3457,10.3913,200,200,26917
11,361.00,392.63,11.6829,10.7454,200,200,30876
12,365.00,398.33,11.7486,10.8263,194,200,35238
13,371.00,404.26,11.9486,10.9299,200,200,39681
14,375.00,407.77,12.0943,11.0813,200,200,43815
