generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.82,9.2657,8.5539,157,200,836
2,294.00,307.69,9.0743,8.4701,157,200,1511
3,300.00,322.15,9.8800,9.2290,132,200,3957
4,306.00,331.37,10.1686,9.5371,192,200,6393
5,319.00,343.15,10.7086,9.9885,200,200,9304
6,328.00,362.01,11.0314,10.2910,200,200,12712
7,337.00,363.09,11.2057,10.3362,200,200,16102
8,343.00,376.03,11.2743,10.6124,200,200,19530
9,349.00,383.10,11.5000,10.6150,200,200,22958
10,355.00,386.65,11.4457,10.7370,200,200,26360
11,360.00,392.21,11.5229,10.8383,195,200,29851
12,367.00,391.55,11.8857,10.8680,193,200,33694
13,371.00,396.85,11.9114,10.8396,197,200,37259
14,373.00,399.09,11.8657,10.9235,200,200,40879
