INSTANCIA,TAM,POB,CRU,MUT,HV,PARETO_FILE
promedio_2024,286,200,0.80,0.010,0.336811,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.322585,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.337177,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.333997,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.334557,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.307225,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.327026,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.317526,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.327250,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.321134,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.312802,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.322895,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.332407,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.325833,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.313321,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.325218,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.321447,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.333374,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.321047,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.326778,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.325995,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.328265,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.329212,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.319179,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.311234,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.316000,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.324747,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.300704,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.323083,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.010,0.326155,output/promedio_2024_pareto_front.csv
