generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.10,9.0314,8.5165,163,200,867
2,294.00,307.74,9.0829,8.4356,167,200,1590
3,294.00,306.55,10.0143,9.2752,137,200,4261
4,296.00,316.24,10.6629,9.8123,194,200,6631
5,299.00,326.43,11.0257,10.2444,200,200,9134
6,301.00,335.06,11.1229,10.4509,200,200,12125
7,304.00,328.21,11.2971,10.6216,196,200,15107
8,309.00,331.97,11.5800,10.8421,200,200,18171
9,313.00,330.65,11.8086,10.9782,200,200,21389
10,315.00,331.12,11.7543,11.1057,200,200,24739
11,317.00,338.17,11.9829,11.2815,200,200,28077
12,323.00,343.81,12.0571,11.3676,200,200,31468
13,326.00,352.11,12.1057,11.4304,199,200,34895
14,328.00,356.61,12.1486,11.4861,200,200,38380
