generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.85,8.9200,8.5099,155,200,909
2,294.00,307.19,9.1286,8.4401,152,200,1735
3,294.00,308.23,9.9714,9.1555,149,200,4806
4,296.00,324.69,10.4257,9.7845,185,200,6853
5,299.00,323.50,10.9543,10.1330,200,200,8875
6,301.00,327.44,11.4371,10.4125,200,200,11145
7,306.00,325.80,11.3686,10.5524,198,200,13679
8,309.00,328.20,11.6371,10.5816,200,200,16408
9,310.00,337.41,11.7971,10.8404,200,200,19231
10,313.00,343.96,12.0200,11.0917,198,200,22307
11,314.00,345.54,12.0600,11.0544,200,200,25370
12,317.00,348.09,12.0371,11.1329,200,200,28540
13,320.00,350.87,11.9629,11.1713,200,200,31842
14,325.00,350.60,11.9914,11.1586,200,200,35243
