generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.36,9.1486,8.5365,162,200,966
2,294.00,307.50,8.9486,8.4331,166,200,1813
3,294.00,307.87,9.9886,9.2029,140,200,5511
4,298.00,316.63,10.2657,9.6176,123,200,8998
5,304.00,321.95,10.6457,9.9103,161,200,12417
6,306.00,322.82,10.7029,10.0046,172,200,16131
7,308.00,328.58,10.8857,10.2136,189,200,20029
8,312.00,333.49,11.1743,10.3665,200,200,23953
9,316.00,331.29,11.3000,10.3655,200,200,27997
10,318.00,334.70,11.4257,10.5787,198,200,32034
11,320.00,337.80,11.5514,10.6322,200,200,36343
12,323.00,343.40,11.7171,10.8447,200,200,40306
13,326.00,345.36,11.8686,10.9279,200,200,44204
14,328.00,352.71,11.8943,11.1558,200,200,48170
