generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.82,9.2657,8.5539,157,200,832
2,317.00,347.95,9.3771,8.4871,154,200,1660
3,294.00,399.60,9.9200,8.9432,167,200,5098
4,399.00,452.57,10.0571,9.0651,162,200,8781
5,437.00,488.05,10.0800,9.1943,122,200,12565
6,471.00,498.12,10.2400,9.2997,143,200,16058
7,481.00,512.03,10.2800,9.4017,147,200,19473
8,487.00,525.91,10.3229,9.5057,117,200,22820
9,491.00,531.99,10.3657,9.6054,140,200,26112
10,498.00,530.95,10.1686,9.5134,112,200,29371
11,498.00,534.97,10.2314,9.6338,105,200,32718
12,502.00,534.84,10.4657,9.6842,114,200,36072
13,499.00,533.57,10.4714,9.7550,125,200,39375
14,503.00,533.60,10.7286,9.7129,114,200,42913
