generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.60,9.3400,8.5398,163,200,896
2,316.00,350.09,9.4943,8.4560,171,200,1704
3,329.00,420.51,9.7543,9.1122,174,200,4969
4,414.00,465.46,9.9600,9.1868,163,200,8247
5,454.00,496.69,9.9971,9.2918,150,200,11840
6,478.00,515.17,10.2200,9.3672,121,200,15255
7,488.00,520.46,10.3543,9.5730,140,200,18594
8,489.00,526.95,10.3057,9.4912,146,200,21890
9,485.00,532.42,10.2686,9.6164,116,200,25230
10,505.00,532.25,10.5429,9.6525,132,200,28483
11,508.00,536.75,10.4571,9.7322,99,200,31820
12,505.00,533.38,10.6971,9.7017,78,200,35164
13,503.00,538.60,10.5714,9.8116,109,200,38507
14,509.00,547.90,10.6029,9.9606,117,200,41811
