generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.79,9.0686,8.5356,166,200,864
2,319.00,347.31,9.3400,8.5180,160,200,1669
3,323.00,411.17,9.9486,8.9938,180,200,5134
4,406.00,459.69,9.9543,9.1958,181,200,8641
5,438.00,490.82,10.1514,9.1941,147,200,11991
6,483.00,508.16,10.1686,9.2766,129,200,15354
7,484.00,517.07,10.0029,9.4188,123,200,18780
8,497.00,527.30,10.2686,9.4836,105,200,22119
9,502.00,534.61,10.5686,9.5544,112,200,25541
10,498.00,533.11,10.2829,9.5564,100,200,28954
11,506.00,536.90,10.3171,9.6704,96,200,32274
12,497.00,532.86,10.5914,9.7179,110,200,35581
13,500.00,526.61,10.3200,9.6537,94,200,38868
14,500.00,529.49,10.8457,9.8015,150,200,42141
