generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.86,8.8257,8.5286,162,200,1512
2,323.00,345.99,9.4371,8.4180,156,200,2320
3,334.00,403.72,9.8629,8.8918,181,200,6264
4,397.00,456.00,10.0657,9.1359,183,200,10310
5,442.00,490.15,10.0686,9.2531,155,200,14444
6,475.00,510.16,9.8857,9.2675,118,200,18224
7,493.00,516.13,10.0057,9.3159,110,200,21836
8,494.00,527.80,10.0971,9.4614,122,200,25468
9,502.00,534.66,10.3543,9.4955,125,200,28963
10,500.00,536.24,10.1743,9.4940,119,200,32453
11,502.00,530.15,10.4286,9.6066,127,200,35930
12,503.00,533.97,10.3314,9.6760,99,200,39391
13,505.00,528.82,10.4943,9.7192,91,200,42849
14,498.00,533.75,10.5686,9.7759,132,200,46401
