generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.41,8.9286,8.5141,162,200,854
2,317.00,351.37,9.1714,8.4563,161,200,1648
3,316.00,392.77,9.6314,8.8272,179,200,5308
4,406.00,452.84,9.9229,9.0753,164,200,9105
5,434.00,490.18,10.1086,9.2247,154,200,12547
6,468.00,507.70,10.3086,9.3498,156,200,15923
7,486.00,518.12,10.0343,9.3907,125,200,19327
8,496.00,527.68,10.0943,9.5687,125,200,22708
9,501.00,526.56,10.2686,9.5310,117,200,26067
10,500.00,532.20,10.2429,9.6511,113,200,29440
11,492.00,528.71,10.4943,9.5327,122,200,32793
12,506.00,534.81,10.4086,9.6803,111,200,36110
13,484.00,531.09,10.2657,9.7574,75,200,39375
14,501.00,528.69,10.3829,9.7111,89,200,42605
