INSTANCIA,TAM,POB,CRU,MUT,HV,PARETO_FILE
promedio_2024,286,200,0.60,0.100,0.241359,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.238749,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.221475,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.225837,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.221101,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.239396,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.236461,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.237935,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.217350,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.229976,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.239180,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.220338,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.228841,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.225412,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.217975,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.226658,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.228044,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.230937,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.230376,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.236745,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.226820,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.226834,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.226486,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.227920,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.232688,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.215083,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.235789,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.214152,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.227101,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.60,0.100,0.230246,output/promedio_2024_pareto_front.csv
