generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.65,9.2286,8.5302,164,200,894
2,322.00,345.34,9.2229,8.4612,172,200,1713
3,324.00,396.22,10.0200,8.9031,169,200,5080
4,415.00,460.13,10.0400,9.0975,148,200,8394
5,453.00,493.53,10.2914,9.2373,148,200,11686
6,473.00,508.97,10.1314,9.3425,136,200,15097
7,488.00,513.29,10.2714,9.3929,126,200,18471
8,493.00,522.05,10.0771,9.6397,109,200,21815
9,499.00,528.51,10.5286,9.6804,127,200,25179
10,487.00,531.82,10.3943,9.7077,142,200,28558
11,503.00,531.61,10.5171,9.6266,122,200,31913
12,501.00,534.26,10.3514,9.6458,118,200,35319
13,506.00,528.05,10.5971,9.5948,84,200,38773
14,498.00,538.24,10.3686,9.7964,80,200,42069
