dia,bloque,hora,B01,C01,307,A01,B12,C12,Actos,A22,A12,C22,B23,Hall,312,301,303,A21,Piso,501,601,B11,115,B21,31,305,B22,311,102,A11,C11,C21,502,703,705,725,727,309,310,722,116
1,1,8.0,22,22,V,V,V,V,V,22,V,64,V,V,V,V,222,V,79,V,208,V,V,3,V,222,273,274,V,111,3,273,62,284,111,V,134,99,62,273,273
1,2,8.5,22,22,V,V,V,V,V,22,V,64,V,V,V,V,222,V,79,V,208,V,V,3,V,222,273,274,V,111,3,273,62,284,111,V,134,99,62,273,273
1,3,9.0,22,22,V,V,V,V,V,22,V,64,V,V,V,V,222,V,79,V,208,V,V,3,V,222,273,274,V,111,3,273,62,284,111,V,134,99,62,273,273
1,4,9.5,22,22,V,V,V,V,V,22,V,64,V,V,V,V,222,V,79,V,208,V,V,3,V,222,273,274,V,111,3,273,62,284,111,V,134,99,62,273,273
1,5,10.0,22,22,V,V,V,V,V,22,V,64,V,V,V,V,222,V,79,V,208,V,V,3,V,222,273,274,V,111,3,273,62,284,111,V,134,99,62,273,273
1,6,10.5,22,22,V,V,V,V,V,22,V,64,V,V,V,V,222,V,79,V,208,V,V,278,V,222,273,274,V,111,V,273,62,284,111,V,134,99,62,273,273
1,7,11.0,23,23,V,V,V,V,V,V,V,64,V,V,V,V,222,V,V,V,V,V,V,278,V,222,273,274,V,111,V,273,23,284,111,V,134,99,V,273,273
1,8,11.5,23,23,V,V,V,V,V,V,V,64,V,V,V,V,222,V,V,V,V,V,V,278,V,222,273,274,V,111,V,273,23,284,111,V,134,99,V,273,273
1,9,12.0,23,23,V,V,V,V,V,V,V,82,V,V,V,V,V,V,V,V,V,V,V,278,V,V,82,V,V,111,V,184,23,V,111,V,271,V,271,184,82
1,10,12.5,23,23,V,V,V,V,V,V,V,82,V,V,V,V,V,V,V,V,V,V,V,278,V,V,82,V,V,111,V,184,23,V,111,V,271,V,271,184,82
1,11,13.0,23,23,V,V,V,V,V,V,V,82,V,V,V,V,V,V,V,V,V,V,V,278,V,V,82,V,V,111,V,184,23,V,111,V,271,V,271,184,82
1,12,13.5,23,23,V,V,V,V,V,V,V,82,V,V,V,V,V,V,V,V,V,V,V,V,V,V,82,V,V,V,V,184,23,V,71,V,271,V,271,184,82
