generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.61,8.8400,8.5103,77,100,238
2,294.00,302.01,8.8486,8.4755,76,100,441
3,294.00,298.96,9.7314,9.3214,47,100,1214
4,294.00,297.87,10.4314,10.0465,52,100,1735
5,294.00,297.54,10.9657,10.3773,68,100,2273
6,294.00,301.03,11.1743,10.9185,100,100,2807
7,294.00,297.93,11.5571,11.3780,100,100,3289
8,294.00,302.09,11.9229,11.7206,100,100,3740
9,294.00,303.84,12.1571,11.9202,100,100,4214
10,294.00,302.07,12.2457,12.0119,100,100,4736
11,294.00,303.44,12.3457,12.1333,100,100,5265
12,294.00,302.01,12.6257,12.3532,100,100,5798
13,294.00,307.30,12.7857,12.5253,100,100,6321
14,294.00,308.24,12.8086,12.6216,100,100,6846
15,294.00,304.43,12.7886,12.6013,100,100,7373
16,294.00,304.80,12.8257,12.7100,100,100,7893
17,294.00,297.74,13.0057,12.8015,100,100,8413
18,294.00,298.55,13.0800,12.9370,100,100,8912
19,294.00,299.61,13.2086,13.0007,100,100,9395
20,294.00,302.22,13.3029,13.0749,100,100,9854
21,294.00,300.21,13.2857,13.0867,100,100,10357
22,294.00,300.36,13.3657,13.1577,100,100,10896
23,294.00,302.26,13.3457,13.2591,100,100,11437
24,294.00,298.29,13.4343,13.1870,100,100,11968
25,294.00,299.69,13.5029,13.2727,100,100,12549
26,294.00,304.08,13.5200,13.3263,100,100,13057
