generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.61,9.0714,8.5435,155,200,902
2,319.00,342.45,9.0657,8.4062,151,200,1680
3,294.00,367.86,9.8600,9.0193,173,200,5459
4,294.00,388.99,9.9629,9.1176,193,200,9284
5,353.00,414.88,9.8771,9.2200,187,200,13074
6,393.00,445.70,10.2571,9.4340,191,200,16686
7,410.00,458.47,10.4943,9.4767,159,200,20375
8,417.00,467.27,10.4400,9.5266,160,200,24197
9,440.00,483.72,10.4429,9.6363,154,200,27718
10,455.00,486.89,10.5457,9.6388,156,200,31187
11,455.00,493.36,10.4486,9.6307,133,200,34684
12,468.00,498.45,10.3857,9.8259,131,200,38193
13,471.00,502.96,10.6057,9.8435,128,200,41718
14,470.00,500.77,10.5600,9.8845,118,200,45257
