generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.71,9.0914,8.5247,152,200,820
2,317.00,344.10,9.3086,8.4832,156,200,1510
3,294.00,365.67,9.8857,8.9056,175,200,5153
4,329.00,401.65,10.0686,9.0995,161,200,8639
5,360.00,422.47,10.1143,9.1427,139,200,12205
6,400.00,438.76,10.1400,9.2426,138,200,15704
7,416.00,465.47,10.2857,9.5108,150,200,19130
8,437.00,473.42,10.3343,9.5488,165,200,22572
9,448.00,481.63,10.4514,9.6395,156,200,26097
10,447.00,487.97,10.5400,9.6726,138,200,29522
11,463.00,487.01,10.6286,9.6388,131,200,32977
12,462.00,495.68,10.5143,9.8033,147,200,36404
13,465.00,496.96,10.5343,9.7554,144,200,39923
14,474.00,499.54,10.4629,9.7995,137,200,43457
