generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,386.98,4.7919,3.5413,100,100,252
2,296.00,447.52,6.9060,5.0481,100,100,407
3,294.00,421.54,10.5150,7.0807,100,100,947
4,294.00,432.30,10.7843,7.5857,100,100,1307
5,294.00,427.21,10.9549,7.6636,100,100,1596
6,294.00,433.78,10.9549,7.9759,100,100,1932
7,294.00,446.51,11.0000,8.3178,100,100,2236
8,294.00,441.14,11.0000,8.2707,100,100,2529
9,294.00,429.25,11.1769,8.1219,100,100,2837
10,294.00,415.18,11.1769,7.8426,100,100,3114
11,294.00,425.03,11.1769,8.0644,100,100,3431
12,294.00,420.95,11.1769,8.0521,100,100,3715
13,294.00,414.98,11.4080,8.0013,100,100,4024
14,294.00,410.88,11.4516,7.9292,100,100,4310
15,294.00,407.95,11.4516,7.9146,100,100,4591
16,294.00,397.73,11.5323,7.7126,100,100,4893
17,294.00,399.69,11.5323,7.8085,100,100,5165
18,294.00,413.46,11.5323,8.1004,100,100,5430
19,294.00,422.69,11.6446,8.2814,100,100,5703
20,294.00,418.75,11.6446,8.1887,100,100,5978
21,294.00,425.15,11.6446,8.3566,100,100,6286
22,294.00,428.01,11.6446,8.3981,100,100,6581
23,294.00,427.17,11.6446,8.4190,100,100,6849
24,294.00,424.55,11.6480,8.3834,100,100,7140
25,294.00,418.84,11.6480,8.3054,100,100,7417
26,294.00,420.90,11.6748,8.3397,100,100,7688
27,294.00,422.77,11.7073,8.3764,100,100,7947
28,294.00,416.51,11.8158,8.2728,100,100,8235
29,294.00,421.67,11.8230,8.3918,100,100,8501
30,294.00,421.89,11.8704,8.4045,100,100,8798
31,294.00,417.79,11.8991,8.2983,100,100,9066
32,294.00,422.42,11.9474,8.3977,100,100,9325
33,294.00,422.63,12.0000,8.4346,100,100,9571
34,294.00,413.62,12.0000,8.2498,100,100,9891
35,294.00,407.40,12.0619,8.1554,100,100,10138
36,294.00,413.20,12.0796,8.2728,100,100,10400
37,294.00,412.23,12.0796,8.2371,100,100,10660
38,294.00,412.42,12.1091,8.2764,100,100,10915
39,294.00,427.94,12.2743,8.6436,100,100,11167
40,294.00,426.98,12.2743,8.6413,100,100,11420
41,294.00,438.14,12.2743,8.8873,100,100,11667
42,294.00,433.85,12.2832,8.8354,100,100,11923
43,294.00,426.65,12.4364,8.6912,100,100,12167
44,294.00,427.11,12.4364,8.7103,100,100,12415
45,294.00,429.59,12.4364,8.7696,100,100,12661
46,294.00,433.47,12.5000,8.8647,100,100,12965
47,294.00,426.16,12.5000,8.7437,100,100,13220
48,294.00,426.04,12.5514,8.7844,100,100,13507
49,294.00,426.20,12.5514,8.7928,100,100,13803
50,294.00,423.44,12.5673,8.7461,100,100,14049
51,294.00,418.57,12.5673,8.6526,100,100,14315
52,294.00,416.35,12.5673,8.5859,100,100,14567
53,294.00,422.15,12.5673,8.7185,100,100,14837
54,294.00,421.27,12.6078,8.7061,100,100,15090
55,294.00,419.02,12.6634,8.6773,100,100,15343
56,294.00,418.29,12.7742,8.7072,100,100,15599
57,294.00,425.73,12.7742,8.8714,100,100,15854
58,294.00,420.40,12.7742,8.8143,100,100,16098
59,294.00,413.44,12.7742,8.6742,100,100,16367
60,294.00,419.73,12.7742,8.8008,100,100,16618
61,294.00,414.41,12.8298,8.7075,100,100,16878
62,294.00,416.18,13.0222,8.7413,100,100,17131
63,294.00,422.82,13.0222,8.9013,100,100,17403
64,294.00,430.63,13.0222,9.0724,100,100,17667
65,294.00,428.18,13.0222,9.0145,100,100,17915
66,294.00,424.33,13.0222,8.9428,100,100,18162
67,294.00,423.32,13.0222,8.9743,100,100,18409
68,294.00,419.57,13.0222,8.9107,100,100,18650
69,294.00,421.22,13.0326,8.9439,100,100,18896
70,294.00,423.55,13.0326,9.0266,100,100,19140
71,294.00,413.82,13.0326,8.8017,100,100,19390
72,294.00,417.66,13.0326,8.9138,100,100,19638
73,294.00,421.73,13.0326,8.9984,100,100,19884
74,294.00,423.26,13.0326,9.0397,100,100,20127
75,294.00,427.24,13.0326,9.1401,100,100,20378
76,294.00,423.22,13.0326,9.0299,100,100,20619
77,294.00,429.00,13.0326,9.1460,100,100,20867
78,294.00,428.46,13.0326,9.1552,100,100,21139
79,294.00,425.00,13.0556,9.0956,100,100,21404
80,294.00,425.13,13.0556,9.0848,100,100,21647
81,294.00,427.28,13.0556,9.1030,100,100,21920
82,294.00,423.36,13.0556,9.0427,100,100,22178
83,294.00,424.63,13.0556,9.1068,100,100,22425
84,294.00,414.23,13.0556,8.9323,100,100,22686
85,294.00,414.83,13.0556,8.9497,100,100,22936
86,294.00,418.33,13.0556,8.9980,100,100,23179
87,294.00,417.19,13.0556,8.9878,100,100,23425
88,294.00,413.69,13.1124,8.8957,100,100,23670
89,294.00,413.08,13.1124,8.9190,100,100,23921
90,294.00,403.59,13.1124,8.7120,100,100,24169
91,294.00,416.10,13.1124,9.0214,100,100,24416
92,294.00,418.58,13.1124,9.0708,100,100,24662
93,294.00,418.00,13.1124,9.0715,100,100,24905
94,294.00,424.12,13.1124,9.1994,100,100,25151
95,294.00,416.88,13.1124,9.0439,100,100,25396
96,294.00,415.49,13.1124,9.0060,100,100,25639
97,294.00,418.29,13.1124,9.0801,100,100,25885
98,294.00,417.32,13.1124,9.0794,100,100,26128
99,294.00,419.68,13.1124,9.1362,100,100,26386
100,294.00,422.01,13.1124,9.1974,100,100,26634
101,294.00,424.38,13.1124,9.2431,100,100,26880
102,294.00,424.77,13.1124,9.2624,100,100,27124
103,294.00,424.27,13.1124,9.2380,100,100,27369
104,294.00,416.85,13.1250,9.0610,100,100,27619
105,294.00,414.62,13.1250,9.0562,100,100,27865
106,294.00,412.26,13.1250,9.0114,100,100,28107
107,294.00,416.11,13.1250,9.0923,100,100,28363
108,294.00,410.90,13.1250,8.9751,100,100,28608
109,294.00,414.18,13.1250,9.0739,100,100,28873
110,294.00,413.89,13.1250,9.0892,100,100,29115
111,294.00,415.94,13.1250,9.1409,100,100,29374
112,294.00,414.83,13.1250,9.1040,100,100,29621
113,294.00,416.36,13.2588,9.1661,100,100,29886
114,294.00,414.76,13.2588,9.1739,100,100,30129
115,294.00,418.97,13.3095,9.2396,100,100,30377
116,294.00,418.63,13.3095,9.2016,100,100,30621
117,294.00,421.90,13.3095,9.3195,100,100,30868
118,294.00,415.45,13.3176,9.1764,100,100,31115
119,294.00,410.77,13.3690,9.0660,100,100,31378
120,294.00,416.39,13.3690,9.2138,100,100,31634
121,294.00,414.20,13.3690,9.1678,100,100,31889
122,294.00,414.43,13.3690,9.1464,100,100,32152
123,294.00,414.39,13.3690,9.1671,100,100,32439
124,294.00,413.10,13.4375,9.1232,100,100,32703
125,294.00,415.87,13.4375,9.1910,100,100,33001
126,294.00,419.18,13.4375,9.3058,100,100,33293
127,294.00,423.54,13.4375,9.3952,100,100,33570
128,294.00,424.31,13.5467,9.4552,100,100,33850
129,294.00,423.30,13.5467,9.4428,100,100,34154
130,294.00,419.51,13.5658,9.3262,100,100,34452
131,294.00,424.25,13.5658,9.4320,100,100,34707
132,294.00,424.83,13.5658,9.4512,100,100,34971
133,294.00,425.74,13.6234,9.4999,100,100,35226
134,294.00,421.17,13.6234,9.4158,100,100,35477
135,294.00,419.43,13.6234,9.3876,100,100,35723
136,294.00,420.63,13.6234,9.4315,100,100,35984
137,294.00,423.87,13.6234,9.4921,100,100,36242
138,294.00,419.96,13.7945,9.3941,100,100,36498
139,294.00,421.52,13.7945,9.4395,100,100,36756
140,294.00,418.63,13.8406,9.3835,100,100,37008
141,294.00,415.32,13.8701,9.3240,100,100,37282
142,294.00,425.60,13.9474,9.5899,100,100,37544
143,294.00,425.49,13.9474,9.5859,100,100,37797
144,294.00,423.28,13.9474,9.5294,100,100,38064
145,294.00,424.11,13.9474,9.5347,100,100,38340
146,294.00,420.43,13.9474,9.4598,100,100,38592
147,294.00,420.42,14.0685,9.4560,100,100,38842
148,294.00,424.81,14.0685,9.5605,100,100,39086
149,294.00,426.45,14.0822,9.6032,100,100,39335
150,294.00,419.76,14.0822,9.4840,100,100,39580
151,294.00,417.95,14.0822,9.4831,100,100,39829
152,294.00,419.10,14.0822,9.5202,100,100,40074
153,294.00,412.46,14.0822,9.3347,100,100,40318
154,294.00,412.26,14.0822,9.3002,100,100,40563
155,294.00,424.99,14.1594,9.6284,100,100,40811
156,294.00,411.52,14.1594,9.3286,100,100,41056
157,294.00,415.44,14.1594,9.4198,100,100,41308
158,294.00,401.34,14.2754,9.0633,100,100,41550
159,294.00,412.02,14.2754,9.3681,100,100,41794
160,294.00,414.88,14.3382,9.4939,100,100,42043
161,294.00,415.17,14.3382,9.5275,100,100,42294
162,294.00,417.70,14.3382,9.5358,100,100,42553
163,294.00,414.61,14.3382,9.5244,100,100,42797
164,294.00,418.24,14.3382,9.6257,100,100,43042
165,294.00,414.56,14.3731,9.4838,100,100,43319
166,294.00,420.55,14.3731,9.6421,100,100,43616
167,294.00,424.22,14.3731,9.7207,100,100,43895
168,294.00,417.79,14.4375,9.5250,100,100,44190
169,294.00,413.46,14.4375,9.4488,100,100,44472
170,294.00,418.55,14.4375,9.6011,100,100,44837
171,294.00,422.07,14.4375,9.6695,100,100,45103
172,294.00,417.19,14.4375,9.5365,100,100,45354
173,294.00,414.57,14.5077,9.5116,100,100,45597
174,294.00,418.91,14.5077,9.5928,100,100,45846
175,294.00,418.02,14.5077,9.6105,100,100,46100
176,294.00,413.06,14.5385,9.4939,100,100,46366
177,294.00,415.09,14.5385,9.5105,100,100,46605
178,294.00,419.39,14.5385,9.6723,100,100,46846
179,294.00,423.95,14.5385,9.7355,100,100,47086
