generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,303.29,8.6429,8.5129,38,50,299
2,294.00,306.03,8.8543,8.4480,40,50,577
3,294.00,294.64,9.9829,9.6157,22,50,1456
4,294.00,294.82,10.2800,10.2397,11,50,1950
5,294.00,297.62,10.5600,10.4631,26,50,2142
6,294.00,298.08,11.4171,10.8086,25,50,2358
7,294.00,305.00,11.6171,11.2403,42,50,2622
8,294.00,307.13,11.9829,11.4828,40,50,2904
9,294.00,306.55,11.9857,11.7375,38,50,3255
10,294.00,299.85,12.0086,11.7651,26,50,3569
11,294.00,305.77,12.2971,11.8972,31,50,3947
12,294.00,306.59,12.4486,12.0751,41,50,4303
13,294.00,305.24,12.5743,12.1156,42,50,4652
14,294.00,305.61,12.6257,12.1532,41,50,5022
15,294.00,308.60,12.6714,12.2613,47,50,5454
16,295.00,317.96,12.7971,12.5001,50,50,5832
17,296.00,307.92,12.9143,12.3997,50,50,6254
18,295.00,309.78,12.9400,12.5321,50,50,6665
19,295.00,312.18,13.0143,12.6918,50,50,7110
20,295.00,309.18,13.0314,12.6418,50,50,7559
21,295.00,312.20,13.1229,12.7455,50,50,8058
22,295.00,318.14,13.1657,12.8587,50,50,8557
23,295.00,315.90,13.2143,12.8782,50,50,9054
24,295.00,312.72,13.3029,12.9142,50,50,9581
25,296.00,311.51,13.3029,12.9230,47,50,10087
26,296.00,312.50,13.3657,13.0440,46,50,10576
27,296.00,313.72,13.3771,13.0709,50,50,11103
28,296.00,308.30,13.4200,13.0845,50,50,11624
29,296.00,311.68,13.4857,13.1357,50,50,12103
30,296.00,315.18,13.5457,13.3117,50,50,12600
31,296.00,313.04,13.6343,13.2646,50,50,13102
32,296.00,317.40,13.6829,13.3850,50,50,13570
33,298.00,318.50,13.7371,13.4506,50,50,14064
34,298.00,316.94,13.7400,13.4355,49,50,14565
35,298.00,317.91,13.7571,13.5203,47,50,15081
36,298.00,317.20,13.7714,13.4923,50,50,15621
37,298.00,320.44,13.8143,13.5890,50,50,16159
38,298.00,315.96,13.8171,13.5817,50,50,16687
39,298.00,312.10,13.8314,13.6094,50,50,17242
40,298.00,316.10,13.8629,13.6838,50,50,17798
41,298.00,316.18,13.8771,13.6621,50,50,18360
42,298.00,306.86,13.9057,13.6515,50,50,18936
43,298.00,307.86,13.9057,13.6736,50,50,19494
44,298.00,314.44,13.9314,13.7307,50,50,20068
45,298.00,316.40,13.9657,13.7942,50,50,20630
46,298.00,318.68,14.0057,13.8289,50,50,21198
47,298.00,318.56,14.0057,13.8177,50,50,21746
48,298.00,318.76,14.0143,13.8389,50,50,22288
49,298.00,321.54,14.0543,13.8645,50,50,22838
50,298.00,333.72,14.0571,13.8978,50,50,23384
51,298.00,325.62,14.0914,13.8575,50,50,23936
