generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.44,8.7086,8.4328,81,100,1236
2,294.00,313.84,9.2257,8.3708,76,100,1839
3,294.00,314.30,9.5343,8.9456,84,100,3547
4,294.00,315.76,9.9229,9.2518,89,100,4726
5,294.00,308.02,9.9629,9.1410,88,100,5408
6,294.00,309.47,10.0171,9.2144,91,100,6018
7,294.00,310.07,10.0314,9.3921,100,100,6747
8,294.00,303.98,10.0943,9.3501,100,100,7433
9,294.00,310.66,10.1057,9.5552,100,100,8111
10,294.00,311.88,10.1457,9.5524,100,100,8876
11,294.00,322.29,10.3229,9.8378,100,100,9566
