generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.13,8.7086,8.4446,147,200,717
2,294.00,302.71,8.8371,8.4472,153,200,1095
3,294.00,297.96,9.9914,9.6098,106,200,2368
4,294.00,300.36,10.8571,10.3454,180,200,3164
5,294.00,299.45,11.4486,10.8693,139,200,3933
6,294.00,298.51,11.6514,11.3092,114,200,4651
7,294.00,299.61,12.1371,11.7521,136,200,5380
8,294.00,300.09,12.5114,11.9694,147,200,6103
9,294.00,301.28,12.7371,12.2015,200,200,6838
10,294.00,302.13,12.9257,12.4238,200,200,7554
11,294.00,304.33,13.2143,12.7178,200,200,8286
12,294.00,304.86,13.3143,12.9219,200,200,9011
13,294.00,305.80,13.4314,13.1027,200,200,9755
14,294.00,303.01,13.5686,13.1794,200,200,10492
