generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,294.00,9.4829,5.9394,90,100,5602
2,294.00,294.00,8.3200,5.8291,20,100,10152
3,294.00,294.00,9.4829,8.0532,41,100,55145
4,294.00,294.00,9.4829,8.8851,52,100,102075
5,294.00,294.00,9.4829,9.4829,91,100,140470
6,294.00,294.00,9.4829,9.4829,77,100,177678
7,294.00,294.00,9.6257,9.6257,2,100,214535
8,294.00,294.00,9.6257,9.6257,5,100,251636
9,294.00,294.00,9.6257,9.6257,52,100,296709
10,294.00,294.00,9.6257,9.6257,42,100,357052
11,294.00,294.00,9.6257,9.6257,36,100,404372
