generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.46,8.7029,8.4437,82,100,448
2,294.00,303.34,8.8343,8.3888,82,100,764
3,294.00,303.79,10.0371,9.4421,56,100,1582
4,294.00,294.25,10.1343,9.7993,12,100,2123
5,294.00,298.25,10.8886,10.5404,61,100,2569
6,294.00,297.78,11.5400,11.0686,100,100,3021
7,294.00,299.08,11.8886,11.5735,100,100,3396
8,294.00,300.35,12.1514,11.8757,100,100,3776
9,294.00,298.23,12.4257,12.0929,100,100,4236
10,294.00,298.43,12.6714,12.3403,100,100,4597
11,294.00,297.21,12.7543,12.4785,100,100,4944
12,294.00,297.02,12.8943,12.6345,100,100,5290
13,294.00,298.05,12.9800,12.8179,100,100,5647
14,294.00,298.66,13.1629,12.9664,100,100,5995
15,294.00,298.68,13.2743,13.0779,100,100,6356
16,294.00,298.03,13.4200,13.1881,100,100,6695
17,294.00,298.82,13.4971,13.3115,100,100,7032
18,294.00,298.18,13.6229,13.3683,100,100,7368
19,294.00,299.29,13.6286,13.4725,100,100,7700
20,294.00,302.78,13.7286,13.5665,100,100,8035
21,294.00,304.73,13.7857,13.6257,100,100,8378
22,294.00,304.37,13.8057,13.6625,100,100,8725
23,294.00,301.80,13.8886,13.6852,100,100,9070
24,294.00,303.12,13.9343,13.7633,100,100,9414
25,294.00,301.24,13.9371,13.7887,100,100,9774
26,294.00,304.46,13.9686,13.8569,100,100,10107
