generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.12,8.9714,8.5186,157,200,1162
2,294.00,303.19,9.0143,8.4436,152,200,2225
3,294.00,297.13,9.9029,9.5217,105,200,5340
4,294.00,299.69,10.7457,10.4064,105,200,7053
5,294.00,298.88,11.1657,10.8207,114,200,8833
6,294.00,299.65,11.7057,11.2608,155,200,10907
7,294.00,302.25,12.1000,11.7835,191,200,12728
8,294.00,302.65,12.2686,12.0213,187,200,14461
9,294.00,302.39,12.4914,12.1572,198,200,16205
10,294.00,300.98,12.6286,12.3039,200,200,17864
11,294.00,300.50,12.8057,12.5059,200,200,19475
12,294.00,298.83,12.9914,12.6625,200,200,21117
13,294.00,300.13,13.0486,12.8149,200,200,22856
14,294.00,299.80,13.2229,12.9450,200,200,24793
