generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,214.00,250.89,7.5642,4.7331,0,100,1065
2,333.00,338.67,2.7600,2.1852,6,100,1545
3,222.00,242.65,8.3737,7.2019,0,100,3181
4,225.00,244.69,8.7931,7.4138,0,100,4250
5,222.00,249.86,9.2733,7.6616,0,100,5255
6,220.00,240.26,9.2733,7.5927,0,100,6168
7,220.00,265.41,9.4727,8.1188,0,100,7074
8,220.00,253.79,9.4727,7.8972,0,100,7908
9,218.00,262.04,9.4802,8.1056,0,100,8732
10,218.00,257.45,9.4849,8.1734,0,100,9454
11,217.00,264.63,9.5927,8.4463,0,100,10136
