generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.72,8.9857,8.5306,167,200,1315
2,294.00,302.39,9.0971,8.4776,163,200,2266
3,294.00,297.41,10.1400,9.5525,97,200,5551
4,294.00,301.72,11.0829,10.5204,151,200,7128
5,294.00,299.98,11.5657,11.0834,146,200,8430
6,294.00,300.52,11.8886,11.4581,141,200,9566
7,294.00,301.06,12.1914,11.7664,122,200,10636
8,294.00,301.01,12.4857,12.0264,180,200,11927
9,294.00,300.79,12.7686,12.3423,200,200,13312
10,294.00,299.72,12.9886,12.6480,200,200,14720
11,294.00,299.17,13.1714,12.8693,200,200,16155
12,294.00,300.35,13.3686,13.1445,200,200,17631
13,294.00,299.73,13.5629,13.2891,200,200,19178
14,294.00,300.16,13.6314,13.4294,200,200,20761
