generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,282.00,291.37,10.711677,9.1883,8.4651,282.000000,291.373494,10.711677,-9.188272,-8.465120,0.287554,83,100,1351
2,282.00,292.71,10.090316,9.1883,8.3939,282.000000,292.714286,10.090316,-9.188272,-8.393859,0.349178,77,100,2147
3,282.00,291.97,10.033232,9.8611,9.3167,282.000000,291.969697,10.033232,-9.861111,-9.316732,0.236510,66,100,3926
4,282.00,295.06,10.176267,10.7778,10.1241,282.000000,295.060000,10.176267,-10.777778,-10.124136,0.275134,100,100,4710
5,282.00,298.52,10.344544,11.2623,10.7689,282.000000,298.520000,10.344544,-11.262346,-10.768858,0.266330,100,100,5317
6,282.00,292.79,7.796531,11.3796,10.9521,282.000000,292.790000,7.796531,-11.379630,-10.952099,0.200732,100,100,6197
7,282.00,292.81,6.802492,11.7994,11.3307,282.000000,292.810000,6.802492,-11.799383,-11.330741,0.292655,100,100,6989
8,282.00,288.35,4.833994,11.9784,11.4847,282.000000,288.350000,4.833994,-11.978395,-11.484691,0.312667,100,100,7864
9,282.00,288.32,4.483035,12.1975,11.7707,282.000000,288.320000,4.483035,-12.197531,-11.770710,0.356097,100,100,8782
10,282.00,291.49,6.170081,12.4691,12.0932,282.000000,291.490000,6.170081,-12.469136,-12.093241,0.308374,100,100,9719
11,282.00,288.66,6.585165,12.5957,12.0896,282.000000,288.660000,6.585165,-12.595679,-12.089568,0.345153,100,100,10661
12,282.00,285.28,1.954891,12.7006,12.4504,282.000000,285.280000,1.954891,-12.700617,-12.450401,0.249500,100,100,11676
13,282.00,285.77,2.501420,12.8302,12.6145,282.000000,285.770000,2.501420,-12.830247,-12.614506,0.186513,100,100,12639
14,282.00,286.45,3.508205,12.9352,12.7179,282.000000,286.450000,3.508205,-12.935185,-12.717932,0.195586,100,100,13597
15,282.00,285.44,2.673275,13.1605,12.8155,282.000000,285.440000,2.673275,-13.160494,-12.815494,0.222141,100,100,14600
16,282.00,286.94,3.520852,13.3117,12.9999,282.000000,286.940000,3.520852,-13.311728,-12.999907,0.245790,100,100,15651
17,282.00,286.84,3.002399,13.4074,13.1180,282.000000,286.840000,3.002399,-13.407407,-13.118025,0.239744,100,100,16786
18,282.00,287.23,4.019590,13.4753,13.1929,282.000000,287.230000,4.019590,-13.475309,-13.192901,0.282535,100,100,17952
19,282.00,285.35,2.308138,13.5802,13.2456,282.000000,285.350000,2.308138,-13.580247,-13.245556,0.320715,100,100,19176
20,282.00,285.66,2.639015,13.6883,13.3790,282.000000,285.660000,2.639015,-13.688272,-13.379012,0.294410,100,100,20401
21,282.00,285.24,2.421239,13.8179,13.5037,282.000000,285.240000,2.421239,-13.817901,-13.503673,0.243465,100,100,21638
22,282.00,284.88,2.045874,13.8673,13.5860,282.000000,284.880000,2.045874,-13.867284,-13.586019,0.251724,100,100,22861
23,282.00,286.08,2.975500,13.9321,13.6847,282.000000,286.080000,2.975500,-13.932099,-13.684691,0.236834,100,100,24061
24,282.00,286.71,3.464953,13.9321,13.7565,282.000000,286.710000,3.464953,-13.932099,-13.756543,0.214955,100,100,25321
25,282.00,286.61,3.596929,13.9907,13.7804,282.000000,286.610000,3.596929,-13.990741,-13.780401,0.216931,100,100,26589
26,282.00,286.09,3.289666,14.0370,13.8352,282.000000,286.090000,3.289666,-14.037037,-13.835185,0.227638,100,100,27863
