generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,304.20,9.0114,8.4328,88,100,550
2,294.00,304.26,9.0829,8.4176,90,100,840
3,294.00,307.42,10.2086,9.8360,96,100,1564
4,294.00,302.61,11.0200,10.5461,76,100,2036
5,294.00,299.49,11.3286,10.9560,86,100,2432
6,294.00,301.17,11.6943,11.3445,96,100,2767
7,294.00,300.37,11.9800,11.6651,100,100,3162
8,294.00,300.59,12.2143,11.8700,100,100,3502
9,294.00,301.72,12.3886,12.0907,100,100,3840
10,294.00,301.79,12.7457,12.4117,100,100,4173
11,294.00,302.05,12.8714,12.5556,100,100,4511
12,294.00,300.12,12.9571,12.6344,100,100,4837
13,294.00,300.51,13.0743,12.7957,100,100,5166
14,294.00,300.17,13.1457,12.8751,100,100,5511
15,294.00,301.40,13.2057,12.9945,100,100,5838
16,294.00,298.34,13.3486,13.0305,100,100,6165
17,294.00,298.86,13.4857,13.2167,100,100,6497
18,294.00,298.72,13.6543,13.3704,100,100,6828
19,294.00,299.39,13.7600,13.5511,100,100,7152
20,294.00,298.86,13.8486,13.5955,100,100,7478
21,294.00,298.78,13.9686,13.7125,100,100,7803
22,294.00,298.82,14.0057,13.8060,100,100,8126
23,294.00,299.49,14.1286,13.8958,100,100,8452
24,294.00,298.52,14.1600,13.9240,100,100,8787
25,294.00,299.46,14.2457,14.0635,100,100,9120
26,294.00,299.91,14.2914,14.0962,100,100,9515
