generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.44,8.6486,8.4509,89,100,496
2,294.00,308.67,8.9286,8.3983,84,100,842
3,294.00,313.85,9.5829,9.1774,100,100,1953
4,294.00,307.43,9.7229,9.1915,100,100,2724
5,294.00,318.72,9.7257,9.3778,100,100,3327
6,294.00,304.12,9.7943,9.2129,100,100,3912
7,294.00,305.31,10.0743,9.3101,100,100,4458
8,294.00,309.25,10.1914,9.4731,100,100,4978
9,294.00,317.29,10.2943,9.7100,100,100,5517
10,294.00,306.53,10.4000,9.6906,100,100,6043
11,294.00,318.38,10.4000,9.9092,100,100,6541
