generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.77,8.8400,8.4798,39,50,311
2,294.00,301.55,8.8000,8.4373,42,50,606
3,294.00,294.88,9.7829,9.4077,16,50,1847
4,294.00,297.27,10.2229,9.9234,11,50,3704
5,294.00,296.07,10.2143,10.0677,27,50,4829
6,294.00,295.81,10.8657,10.3924,21,50,6341
7,294.00,297.32,11.2371,10.7339,34,50,7498
8,294.00,299.20,11.4286,11.0377,50,50,8143
9,294.00,302.08,11.5771,11.2278,50,50,8696
10,294.00,300.20,11.6429,11.3262,50,50,9126
11,294.00,302.28,11.7829,11.4901,50,50,9580
12,294.00,299.28,11.9429,11.5937,50,50,10055
13,294.00,299.22,12.2086,11.8269,50,50,10633
14,294.00,296.82,12.4029,11.8694,50,50,11198
15,294.00,299.70,12.4914,12.1674,50,50,11699
16,294.00,298.74,12.6429,12.2939,50,50,12158
17,294.00,299.80,12.7800,12.4605,50,50,12637
18,294.00,300.62,12.8114,12.5248,50,50,13111
19,294.00,300.16,12.8343,12.5673,50,50,14298
20,294.00,299.82,12.8914,12.6620,50,50,15627
21,294.00,299.06,12.9143,12.6238,50,50,16560
22,294.00,297.88,13.0400,12.7186,50,50,17105
23,294.00,297.66,13.1657,12.8084,50,50,17560
24,294.00,299.50,13.1743,13.0153,50,50,18032
25,294.00,299.06,13.2714,13.0702,50,50,18491
26,294.00,299.46,13.2886,13.1090,50,50,18943
27,294.00,300.92,13.3286,13.1653,50,50,19415
28,294.00,302.76,13.3971,13.2154,50,50,20479
29,294.00,302.72,13.3629,13.2033,50,50,21460
30,294.00,301.06,13.3943,13.2425,50,50,22126
31,294.00,300.74,13.4314,13.2538,50,50,22766
32,294.00,303.04,13.4457,13.3344,50,50,23414
33,294.00,299.90,13.4486,13.2968,50,50,24029
34,294.00,302.62,13.4800,13.3607,50,50,24638
35,294.00,304.34,13.4943,13.3562,50,50,25221
36,294.00,304.86,13.4714,13.3217,50,50,25805
37,294.00,300.04,13.4543,13.3242,50,50,26423
38,294.00,302.66,13.4914,13.4175,50,50,27043
39,294.00,306.18,13.4657,13.4215,50,50,27673
40,294.00,305.36,13.6600,13.4391,50,50,28503
41,294.00,301.20,13.7057,13.5135,50,50,29129
42,294.00,304.96,13.7257,13.6097,50,50,29756
43,294.00,303.48,13.7571,13.6163,50,50,30342
44,294.00,300.94,13.7571,13.5933,50,50,30908
45,294.00,303.02,13.7571,13.6099,50,50,31474
46,294.00,303.40,13.7571,13.6441,50,50,32037
47,294.00,300.22,13.8143,13.6407,50,50,32545
48,294.00,299.54,13.8514,13.6875,50,50,33058
49,294.00,299.20,13.8543,13.7186,50,50,33532
50,294.00,301.10,13.9086,13.7807,50,50,33986
51,294.00,300.46,13.9800,13.7827,50,50,34432
