generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,294.80,4.5735,4.1738,5,100,161
2,294.00,295.00,4.7724,4.3438,2,100,286
3,294.00,464.91,10.0748,7.8359,22,100,868
4,294.00,446.37,10.0378,7.6173,43,100,1350
5,294.00,416.81,10.6000,7.4696,78,100,1741
6,294.00,409.43,10.6610,7.4935,99,100,2033
7,294.00,411.79,10.7216,7.6174,99,100,2299
8,294.00,411.25,10.7216,7.7036,100,100,2581
9,294.00,410.27,10.7216,7.7460,99,100,2826
10,294.00,409.02,10.7360,7.7836,100,100,3071
11,294.00,395.38,10.7360,7.5685,100,100,3321
12,294.00,399.31,10.7360,7.7148,100,100,3561
13,294.00,402.51,10.7360,7.8074,100,100,3805
14,294.00,403.99,10.7360,7.9101,100,100,4045
15,294.00,400.73,10.7360,7.8664,100,100,4296
16,294.00,396.75,10.7625,7.8099,100,100,4543
17,294.00,395.56,10.7625,7.8150,100,100,4787
18,294.00,395.32,10.7625,7.8331,100,100,5036
19,294.00,398.99,10.7625,7.9039,100,100,5288
20,294.00,396.01,10.9119,7.8833,100,100,5538
21,294.00,397.59,10.9119,7.9599,100,100,5785
22,294.00,399.92,10.9119,8.0271,100,100,6034
23,294.00,397.21,10.9119,7.9740,100,100,6276
24,294.00,398.42,10.9119,8.0576,100,100,6513
25,294.00,399.66,10.9119,8.0980,100,100,6753
26,294.00,397.08,10.9119,8.0587,100,100,6993
27,294.00,390.59,10.9119,7.9375,100,100,7233
28,294.00,395.67,10.9119,8.0464,100,100,7470
29,294.00,400.07,10.9119,8.1858,100,100,7706
30,294.00,388.32,10.9119,7.9670,100,100,7948
31,294.00,393.68,10.9119,8.0819,100,100,8189
32,294.00,391.48,10.9119,8.0403,100,100,8426
33,294.00,391.91,10.9245,8.0720,100,100,8659
34,294.00,388.78,10.9245,8.0126,100,100,8902
35,294.00,388.95,10.9245,8.0303,100,100,9150
36,294.00,388.78,10.9245,8.0619,100,100,9395
37,294.00,383.22,10.9245,7.9506,100,100,9643
38,294.00,378.04,10.9245,7.8541,100,100,9887
39,294.00,376.28,10.9245,7.8324,100,100,10131
40,294.00,382.23,10.9245,7.9668,100,100,10376
41,294.00,385.53,10.9245,8.0401,100,100,10657
42,294.00,386.83,10.9434,8.0743,100,100,10902
43,294.00,385.04,10.9524,8.0696,100,100,11146
44,294.00,382.29,10.9524,7.9888,100,100,11388
45,294.00,381.43,10.9524,8.0064,100,100,11635
46,294.00,388.21,10.9524,8.1646,100,100,11869
47,294.00,389.95,10.9524,8.1954,100,100,12107
48,294.00,386.76,10.9524,8.1547,100,100,12347
49,294.00,380.93,11.0733,8.0807,100,100,12592
50,294.00,382.18,11.1267,8.0677,100,100,12835
51,294.00,383.21,11.1267,8.0941,100,100,13075
52,294.00,385.49,11.1267,8.1725,100,100,13312
53,294.00,383.53,11.1267,8.1472,100,100,13551
54,294.00,385.42,11.1467,8.1350,100,100,13785
55,294.00,386.42,11.1467,8.2256,100,100,14023
56,294.00,382.93,11.1600,8.1252,100,100,14264
57,294.00,383.32,11.1600,8.1337,100,100,14499
58,294.00,386.41,11.1974,8.1742,100,100,14733
59,294.00,380.71,11.1974,8.1137,100,100,14965
60,294.00,378.52,11.1974,8.1497,100,100,15202
61,294.00,385.03,11.2148,8.3071,100,100,15439
62,294.00,382.10,11.2148,8.3090,100,100,15675
63,294.00,379.07,11.2148,8.2364,100,100,15907
64,294.00,378.65,11.2148,8.2246,100,100,16145
65,294.00,380.34,11.2635,8.2607,100,100,16380
66,294.00,384.03,11.2635,8.3311,100,100,16623
67,294.00,378.57,11.2635,8.2474,100,100,16872
68,294.00,377.72,11.2635,8.2520,100,100,17120
69,294.00,374.22,11.2635,8.1786,100,100,17359
70,294.00,374.42,11.2635,8.1963,100,100,17594
71,294.00,377.82,11.2635,8.2824,100,100,17830
72,294.00,378.24,11.2635,8.3324,100,100,18069
73,294.00,379.64,11.2838,8.2848,100,100,18304
74,294.00,384.95,11.2838,8.3985,100,100,18542
75,294.00,379.30,11.2838,8.2738,100,100,18777
76,294.00,373.91,11.2838,8.2268,100,100,19005
77,294.00,370.10,11.2838,8.1730,100,100,19238
78,294.00,378.46,11.2838,8.3540,100,100,19471
79,294.00,374.35,11.2838,8.2452,100,100,19700
80,294.00,374.20,11.2838,8.2642,100,100,19930
81,294.00,379.75,11.2838,8.3827,100,100,20164
82,294.00,376.04,11.2838,8.2939,100,100,20399
83,294.00,373.30,11.2838,8.2770,100,100,20631
84,294.00,377.88,11.2838,8.3409,100,100,20863
85,294.00,376.45,11.2838,8.3573,100,100,21096
86,294.00,369.54,11.2838,8.2518,100,100,21329
87,294.00,374.72,11.2838,8.3031,100,100,21558
88,294.00,374.48,11.2838,8.3804,100,100,21788
89,294.00,373.55,11.2838,8.3450,100,100,22017
90,294.00,374.97,11.2838,8.3392,100,100,22266
91,294.00,372.35,11.2838,8.3814,100,100,22505
92,294.00,368.45,11.2838,8.2866,100,100,22743
93,294.00,374.40,11.2838,8.3631,100,100,22979
94,294.00,379.74,11.2838,8.4469,100,100,23222
95,294.00,375.62,11.2838,8.4073,100,100,23457
96,294.00,367.58,11.2895,8.2859,100,100,23690
97,294.00,373.27,11.2895,8.4347,100,100,23931
98,294.00,372.46,11.2895,8.3732,100,100,24166
99,294.00,369.83,11.2895,8.3565,100,100,24404
100,294.00,366.06,11.2895,8.3329,100,100,24640
101,294.00,364.38,11.3226,8.3182,100,100,24869
102,294.00,366.31,11.3226,8.3747,100,100,25104
103,294.00,366.97,11.3226,8.4327,100,100,25339
104,294.00,358.25,11.3418,8.2158,100,100,25577
105,294.00,361.15,11.3418,8.2742,100,100,25805
106,294.00,364.24,11.3418,8.3729,100,100,26041
107,294.00,361.09,11.3418,8.4110,100,100,26272
108,294.00,358.88,11.3533,8.3354,100,100,26500
109,294.00,359.52,11.3533,8.3167,100,100,26728
110,294.00,361.64,11.3533,8.3655,100,100,26958
111,294.00,360.90,11.3533,8.4144,100,100,27184
112,294.00,361.93,11.3533,8.5024,100,100,27413
113,294.00,367.00,11.3533,8.6079,100,100,27639
114,294.00,367.72,11.3533,8.5979,100,100,27869
115,294.00,367.63,11.3533,8.5961,100,100,28096
116,294.00,368.29,11.3533,8.5708,100,100,28321
117,294.00,369.24,11.3533,8.5191,100,100,28557
118,294.00,364.72,11.3533,8.5159,100,100,28794
119,294.00,365.00,11.3533,8.5314,100,100,29031
120,294.00,365.90,11.3800,8.5237,100,100,29268
121,294.00,367.97,11.3800,8.5905,100,100,29502
122,294.00,366.72,11.3851,8.5027,100,100,29736
123,294.00,371.96,11.3851,8.6325,100,100,29970
124,294.00,368.77,11.3851,8.5918,100,100,30205
125,294.00,367.35,11.3851,8.5869,100,100,30442
126,294.00,367.09,11.3851,8.5810,100,100,30683
127,294.00,368.71,11.3851,8.6066,100,100,30919
128,294.00,365.50,11.3851,8.5589,100,100,31158
129,294.00,360.74,11.3851,8.4977,100,100,31392
130,294.00,363.99,11.3851,8.5428,100,100,31624
131,294.00,362.22,11.3851,8.5195,100,100,31847
132,294.00,362.93,11.3851,8.5594,100,100,32079
133,294.00,363.18,11.3851,8.6094,100,100,32306
134,294.00,361.54,11.3851,8.5940,100,100,32536
135,294.00,358.49,11.3851,8.5377,100,100,32768
136,294.00,361.59,11.3851,8.6033,100,100,32993
137,294.00,361.58,11.3851,8.6019,100,100,33221
138,294.00,360.71,11.3919,8.6592,100,100,33449
139,294.00,363.02,11.3919,8.6204,100,100,33677
140,294.00,363.04,11.3919,8.6200,100,100,33906
141,294.00,362.96,11.3919,8.6434,100,100,34141
142,294.00,363.01,11.3919,8.6360,100,100,34368
143,294.00,369.55,11.3919,8.7341,100,100,34602
144,294.00,363.28,11.3919,8.6656,100,100,34834
145,294.00,361.03,11.3919,8.6774,100,100,35071
146,294.00,362.15,11.3919,8.5846,100,100,35296
147,294.00,361.73,11.3919,8.6817,100,100,35528
148,294.00,361.60,11.3919,8.6690,100,100,35751
149,294.00,362.72,11.3919,8.6775,100,100,35977
150,294.00,356.58,11.3919,8.5764,100,100,36203
151,294.00,363.28,11.3919,8.7012,100,100,36432
152,294.00,364.04,11.3919,8.8313,100,100,36658
