f1,f2
327.0,12.994286
316.0,12.968571
360.0,13.271429
492.0,13.545714
536.0,13.585714
525.0,13.58
294.0,12.74
305.0,12.877143
547.0,13.642857
503.0,13.554286
349.0,13.074286
470.0,13.505714
371.0,13.474286
338.0,13.02
