generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.12,5.5343,4.6845,76,100,460
2,294.00,314.42,5.5143,4.6947,71,100,739
3,294.00,318.91,6.4771,5.5835,100,100,1415
4,294.00,317.91,6.4771,5.7123,100,100,2038
5,294.00,322.01,6.6029,6.0632,100,100,2626
6,294.00,308.26,6.7086,5.9338,100,100,3216
7,294.00,311.96,6.7371,6.0326,100,100,3764
8,294.00,315.68,6.7371,6.2188,100,100,4314
9,294.00,307.94,6.7743,5.9713,100,100,4848
10,294.00,323.19,6.8000,6.3386,100,100,5401
11,294.00,314.09,6.8000,6.2324,100,100,6006
