generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.43,8.6143,8.4444,87,100,419
2,294.00,305.68,8.9143,8.4284,88,100,705
3,294.00,305.65,9.5686,9.0893,79,100,1498
4,294.00,303.09,10.0743,9.2076,98,100,2196
5,294.00,305.92,10.1343,9.3773,100,100,2738
6,294.00,315.88,10.1514,9.6737,100,100,3293
7,294.00,307.06,10.1971,9.4800,100,100,3844
8,294.00,311.28,10.1971,9.6643,100,100,4384
9,294.00,312.47,10.3314,9.8141,100,100,4897
10,294.00,307.20,10.4114,9.7789,100,100,5393
11,294.00,313.19,10.4429,9.9752,100,100,5858
