generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,300.76,9.1314,8.5279,169,200,1286
2,294.00,301.67,9.3143,8.4880,170,200,2321
3,294.00,297.41,10.2543,9.6108,97,200,5645
4,294.00,299.07,10.7857,10.3809,102,200,7267
5,294.00,302.81,11.4343,11.0283,164,200,9147
6,294.00,298.75,11.7571,11.2929,144,200,11237
7,294.00,300.60,12.1057,11.6391,187,200,13593
8,294.00,303.67,12.6000,12.0984,200,200,16207
9,294.00,301.26,12.6457,12.3158,200,200,18865
10,294.00,301.49,12.6914,12.4008,200,200,21519
11,294.00,302.02,12.7343,12.5037,200,200,24246
12,294.00,300.05,12.9286,12.6156,200,200,27028
13,294.00,301.20,12.9657,12.7475,200,200,29731
14,294.00,300.46,13.0286,12.7679,200,200,32520
