generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,325.00,325.00,0.5286,0.5286,1,100,2671
2,336.00,341.50,6.5486,2.9390,6,100,3558
3,0.00,0.00,-0.0000,-0.0000,0,100,8656
4,0.00,0.00,-0.0000,-0.0000,0,100,10773
5,0.00,0.00,-0.0000,-0.0000,0,100,12613
6,0.00,0.00,-0.0000,-0.0000,0,100,14754
7,0.00,0.00,-0.0000,-0.0000,0,100,16719
8,0.00,0.00,-0.0000,-0.0000,0,100,18946
9,0.00,0.00,-0.0000,-0.0000,0,100,21643
10,0.00,0.00,-0.0000,-0.0000,0,100,23871
11,0.00,0.00,-0.0000,-0.0000,0,100,26650
