generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.89,8.9543,8.5594,84,100,607
2,294.00,301.56,8.9943,8.4696,82,100,1117
3,294.00,299.49,8.9943,8.6103,87,100,1367
4,294.00,304.15,9.1829,8.7214,75,100,1724
5,294.00,303.84,9.1857,8.7946,67,100,1958
6,294.00,302.32,9.3457,8.9321,60,100,2144
7,294.00,300.85,9.3657,9.1002,54,100,2357
8,294.00,303.57,9.4771,9.2176,60,100,2627
9,294.00,305.45,9.6429,9.2874,69,100,2812
10,294.00,304.22,9.8257,9.3778,65,100,3074
11,294.00,302.82,9.7314,9.4347,68,100,3238
12,294.00,305.16,9.9800,9.5656,68,100,3433
13,294.00,307.81,10.0171,9.6476,70,100,3586
14,294.00,305.44,10.1714,9.6916,75,100,3788
15,294.00,306.21,10.1714,9.7834,63,100,3955
16,294.00,306.58,10.1857,9.8497,73,100,4168
17,294.00,305.14,10.3600,9.9011,70,100,4373
18,294.00,303.45,10.4943,9.9644,73,100,4628
19,294.00,303.35,10.4600,10.0453,71,100,4873
20,294.00,303.18,10.5371,10.1063,82,100,5142
21,294.00,302.19,10.6200,10.1409,84,100,5366
22,294.00,302.83,10.6200,10.2000,83,100,5592
23,294.00,303.10,10.7343,10.2541,77,100,5813
24,294.00,302.88,10.7657,10.2816,88,100,6021
25,294.00,301.89,10.7657,10.3231,91,100,6233
26,294.00,300.20,10.7657,10.3204,88,100,6439
27,294.00,300.08,10.8000,10.3787,89,100,6709
28,294.00,300.23,10.9343,10.4418,91,100,6920
29,294.00,300.33,10.9829,10.4979,91,100,7114
30,294.00,301.19,10.9829,10.5859,93,100,7336
31,294.00,300.59,10.9829,10.6161,91,100,7534
32,294.00,300.68,11.0343,10.6628,100,100,7739
33,294.00,301.04,11.1029,10.7211,100,100,7919
34,294.00,301.97,11.2857,10.7875,100,100,8095
35,294.00,301.93,11.2829,10.8286,100,100,8275
36,294.00,302.20,11.3371,10.8881,100,100,8436
37,294.00,302.83,11.3343,10.9638,100,100,8600
38,294.00,304.20,11.2800,11.0378,100,100,8781
39,294.00,305.70,11.3943,11.1031,100,100,8956
40,294.00,305.10,11.4571,11.1305,100,100,9120
41,294.00,306.16,11.4571,11.1832,100,100,9288
42,294.00,305.63,11.4571,11.1895,100,100,9447
43,294.00,304.75,11.4571,11.2092,100,100,9612
44,294.00,303.92,11.6029,11.2341,100,100,9774
45,294.00,304.97,11.6314,11.2790,100,100,9951
46,294.00,304.42,11.6857,11.3167,100,100,10115
47,294.00,305.84,11.7686,11.3686,100,100,10290
48,294.00,305.04,11.7686,11.3871,100,100,10457
49,294.00,304.37,11.7743,11.4221,100,100,10621
50,294.00,304.91,11.8171,11.4811,100,100,10789
51,294.00,303.88,11.8171,11.5133,100,100,10956
52,294.00,306.69,11.7914,11.5748,100,100,11120
53,294.00,306.62,11.8629,11.5976,100,100,11306
54,294.00,309.58,11.8971,11.6894,100,100,11480
55,294.00,310.92,11.8971,11.7273,100,100,11642
56,294.00,312.71,11.9314,11.7756,100,100,11814
57,294.00,311.45,11.9543,11.7842,100,100,11978
58,294.00,309.72,11.9543,11.7964,100,100,12141
59,294.00,309.66,12.0086,11.8087,100,100,12312
60,294.00,306.84,12.0457,11.8166,100,100,12473
61,294.00,308.78,12.0629,11.8467,100,100,12633
62,294.00,308.82,12.1371,11.8692,100,100,12794
63,294.00,306.43,12.0743,11.8709,100,100,12957
64,294.00,305.72,12.0743,11.8882,100,100,13117
65,294.00,304.39,12.1086,11.8945,100,100,13280
66,294.00,303.50,12.1257,11.9023,100,100,13443
67,294.00,303.04,12.2114,11.9149,100,100,13599
68,294.00,304.09,12.2114,11.9521,100,100,13767
69,294.00,305.26,12.3514,11.9831,100,100,13930
70,294.00,305.08,12.3514,12.0011,100,100,14092
71,294.00,302.56,12.3514,11.9884,100,100,14262
72,294.00,304.04,12.3286,12.0074,100,100,14426
73,294.00,303.09,12.3286,12.0079,100,100,14593
74,294.00,304.73,12.3371,12.0351,100,100,14754
75,294.00,305.55,12.3371,12.0517,100,100,14918
76,294.00,307.71,12.4171,12.1034,100,100,15078
77,294.00,306.36,12.4171,12.0791,100,100,15237
78,294.00,309.05,12.4171,12.1164,100,100,15398
79,294.00,307.76,12.3971,12.1086,100,100,15556
80,294.00,307.97,12.3971,12.1063,100,100,15716
81,294.00,307.69,12.3971,12.1178,100,100,15879
82,294.00,308.70,12.3971,12.1391,100,100,16041
