generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.18,8.8457,8.5096,294.000000,302.178082,-8.845714,-8.509628,73,100,616
2,294.00,299.54,9.1914,8.4823,294.000000,299.540541,-9.191429,-8.482317,74,100,1068
3,294.00,297.63,9.1914,8.5929,294.000000,297.629630,-9.191429,-8.592875,81,100,1261
4,294.00,299.95,9.1914,8.6869,294.000000,299.952381,-9.191429,-8.686939,63,100,1614
5,294.00,303.29,9.2914,8.8490,294.000000,303.285714,-9.291429,-8.848980,49,100,1812
6,294.00,301.47,9.3914,8.9435,294.000000,301.465517,-9.391429,-8.943547,58,100,2001
7,294.00,299.95,9.5229,9.0542,294.000000,299.949153,-9.522857,-9.054189,59,100,2200
8,294.00,299.74,9.6029,9.1661,294.000000,299.736842,-9.602857,-9.166115,57,100,2354
9,294.00,300.19,9.7943,9.2360,294.000000,300.186441,-9.794286,-9.235981,59,100,2475
10,294.00,301.32,9.8571,9.3763,294.000000,301.315789,-9.857143,-9.376341,57,100,2635
11,294.00,301.88,9.8571,9.4635,294.000000,301.882353,-9.857143,-9.463473,51,100,2768
12,294.00,303.36,9.8571,9.5309,294.000000,303.362069,-9.857143,-9.530936,58,100,2906
13,294.00,302.26,9.8714,9.5332,294.000000,302.260870,-9.871429,-9.533209,69,100,3060
14,294.00,301.91,9.9457,9.5824,294.000000,301.906667,-9.945714,-9.582362,75,100,3195
15,294.00,300.12,10.0829,9.6394,294.000000,300.116883,-10.082857,-9.639369,77,100,3335
16,294.00,299.17,10.2086,9.6714,294.000000,299.170455,-10.208571,-9.671396,88,100,3473
17,294.00,300.01,10.2086,9.7662,294.000000,300.012658,-10.208571,-9.766184,79,100,3617
18,294.00,301.42,10.1943,9.8313,294.000000,301.423077,-10.194286,-9.831282,78,100,3743
19,294.00,302.68,10.4800,9.9148,294.000000,302.676056,-10.480000,-9.914849,71,100,3870
20,294.00,302.60,10.4800,9.9552,294.000000,302.602941,-10.480000,-9.955210,68,100,3992
21,294.00,302.41,10.4114,10.0200,294.000000,302.406250,-10.411429,-10.020000,64,100,4115
22,294.00,301.93,10.4943,10.1042,294.000000,301.928571,-10.494286,-10.104184,56,100,4225
23,294.00,302.69,10.6600,10.1689,294.000000,302.690141,-10.660000,-10.168893,71,100,4330
24,294.00,303.00,10.6800,10.2105,294.000000,303.000000,-10.680000,-10.210524,79,100,4441
25,294.00,303.68,10.6857,10.2679,294.000000,303.675000,-10.685714,-10.267929,80,100,4554
26,294.00,304.91,10.8143,10.3532,294.000000,304.913580,-10.814286,-10.353157,81,100,4669
27,294.00,304.88,10.8686,10.4058,294.000000,304.876712,-10.868571,-10.405793,73,100,4789
28,294.00,304.71,10.8714,10.4452,294.000000,304.710526,-10.871429,-10.445188,76,100,4898
29,294.00,305.84,10.8714,10.4914,294.000000,305.837500,-10.871429,-10.491393,80,100,5015
30,294.00,308.05,10.9657,10.5713,294.000000,308.051282,-10.965714,-10.571282,78,100,5125
31,294.00,308.42,11.0257,10.6176,294.000000,308.423529,-11.025714,-10.617580,85,100,5238
32,294.00,307.31,11.0257,10.6392,294.000000,307.310345,-11.025714,-10.639245,87,100,5383
33,294.00,307.97,11.0400,10.6713,294.000000,307.967391,-11.040000,-10.671304,92,100,5526
34,294.00,306.44,11.0400,10.6747,294.000000,306.436782,-11.040000,-10.674713,87,100,5685
35,294.00,308.74,11.0400,10.7466,294.000000,308.743590,-11.040000,-10.746593,78,100,5819
36,294.00,310.05,11.1200,10.7978,294.000000,310.053333,-11.120000,-10.797752,75,100,6110
37,294.00,308.87,11.1200,10.8268,294.000000,308.866667,-11.120000,-10.826781,75,100,6306
38,294.00,306.88,11.1486,10.8476,294.000000,306.878788,-11.148571,-10.847619,66,100,6487
39,294.00,303.50,11.1486,10.8240,294.000000,303.500000,-11.148571,-10.824000,60,100,6728
40,294.00,301.24,11.2486,10.8407,294.000000,301.236364,-11.248571,-10.840727,55,100,6870
41,294.00,300.64,11.3229,10.8920,294.000000,300.637931,-11.322857,-10.891970,58,100,7005
42,294.00,300.44,11.3229,10.9215,294.000000,300.440678,-11.322857,-10.921453,59,100,7127
43,294.00,304.00,11.4429,11.0382,294.000000,304.000000,-11.442857,-11.038209,67,100,7243
44,294.00,304.81,11.5714,11.0742,294.000000,304.810811,-11.571429,-11.074170,74,100,7370
45,294.00,305.09,11.5714,11.1204,294.000000,305.086420,-11.571429,-11.120423,81,100,7494
46,294.00,304.14,11.5714,11.1414,294.000000,304.142857,-11.571429,-11.141395,84,100,7609
47,294.00,305.90,11.6457,11.2074,294.000000,305.904762,-11.645714,-11.207381,84,100,7733
48,294.00,305.99,11.6457,11.2475,294.000000,305.989899,-11.645714,-11.247504,99,100,7856
49,294.00,307.75,11.6457,11.3202,294.000000,307.750000,-11.645714,-11.320200,100,100,7978
50,294.00,305.75,11.6457,11.3402,294.000000,305.750000,-11.645714,-11.340171,100,100,8098
51,294.00,306.81,11.7114,11.3722,294.000000,306.810000,-11.711429,-11.372171,100,100,8341
52,294.00,306.56,11.7114,11.4293,294.000000,306.560000,-11.711429,-11.429343,100,100,8484
53,294.00,306.07,11.7543,11.4357,294.000000,306.070000,-11.754286,-11.435657,100,100,8609
54,294.00,306.58,11.7543,11.4616,294.000000,306.580000,-11.754286,-11.461600,100,100,8734
55,294.00,304.73,11.7400,11.4458,294.000000,304.730000,-11.740000,-11.445800,100,100,8867
56,294.00,304.86,11.8257,11.4640,294.000000,304.860000,-11.825714,-11.463971,100,100,9015
57,294.00,303.61,11.8943,11.4782,294.000000,303.610000,-11.894286,-11.478229,100,100,9165
58,294.00,304.20,11.8686,11.5499,294.000000,304.200000,-11.868571,-11.549914,100,100,9340
