generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,303.71,5.5229,4.7513,79,100,431
2,294.00,323.77,5.4857,4.6558,78,100,669
3,294.00,318.13,6.1800,5.5175,100,100,1648
4,294.00,319.42,6.5257,5.7959,100,100,2286
5,294.00,328.72,6.5257,6.0934,100,100,2922
6,294.00,316.56,6.6400,6.1053,100,100,3509
7,294.00,316.34,6.6400,5.9626,100,100,4096
8,294.00,323.29,6.6400,6.1497,100,100,4675
9,294.00,320.25,6.6400,6.1289,100,100,5259
10,294.00,318.48,6.6629,6.0210,100,100,5835
11,294.00,324.76,6.6629,6.2222,100,100,6405
