generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,294.00,4.4000,4.4000,1,100,155
2,0.00,0.00,-0.0000,-0.0000,0,100,379
3,0.00,0.00,-0.0000,-0.0000,0,100,1051
4,0.00,0.00,-0.0000,-0.0000,0,100,1351
5,0.00,0.00,-0.0000,-0.0000,0,100,1604
6,0.00,0.00,-0.0000,-0.0000,0,100,1854
7,0.00,0.00,-0.0000,-0.0000,0,100,2095
8,0.00,0.00,-0.0000,-0.0000,0,100,2331
9,0.00,0.00,-0.0000,-0.0000,0,100,2554
10,0.00,0.00,-0.0000,-0.0000,0,100,2782
11,0.00,0.00,-0.0000,-0.0000,0,100,3009
12,0.00,0.00,-0.0000,-0.0000,0,100,3232
13,0.00,0.00,-0.0000,-0.0000,0,100,3454
14,0.00,0.00,-0.0000,-0.0000,0,100,3678
15,0.00,0.00,-0.0000,-0.0000,0,100,3902
16,0.00,0.00,-0.0000,-0.0000,0,100,4119
17,0.00,0.00,-0.0000,-0.0000,0,100,4341
18,0.00,0.00,-0.0000,-0.0000,0,100,4553
19,0.00,0.00,-0.0000,-0.0000,0,100,4769
20,0.00,0.00,-0.0000,-0.0000,0,100,4990
21,0.00,0.00,-0.0000,-0.0000,0,100,5210
22,0.00,0.00,-0.0000,-0.0000,0,100,5440
23,0.00,0.00,-0.0000,-0.0000,0,100,5659
24,0.00,0.00,-0.0000,-0.0000,0,100,5888
25,0.00,0.00,-0.0000,-0.0000,0,100,6114
26,0.00,0.00,-0.0000,-0.0000,0,100,6337
27,0.00,0.00,-0.0000,-0.0000,0,100,6565
28,0.00,0.00,-0.0000,-0.0000,0,100,6790
29,0.00,0.00,-0.0000,-0.0000,0,100,7009
30,0.00,0.00,-0.0000,-0.0000,0,100,7226
31,0.00,0.00,-0.0000,-0.0000,0,100,7451
32,0.00,0.00,-0.0000,-0.0000,0,100,7673
33,0.00,0.00,-0.0000,-0.0000,0,100,7896
34,0.00,0.00,-0.0000,-0.0000,0,100,8117
35,0.00,0.00,-0.0000,-0.0000,0,100,8337
36,0.00,0.00,-0.0000,-0.0000,0,100,8554
37,0.00,0.00,-0.0000,-0.0000,0,100,8809
38,0.00,0.00,-0.0000,-0.0000,0,100,9030
39,0.00,0.00,-0.0000,-0.0000,0,100,9250
40,0.00,0.00,-0.0000,-0.0000,0,100,9473
41,0.00,0.00,-0.0000,-0.0000,0,100,9698
42,0.00,0.00,-0.0000,-0.0000,0,100,9921
43,0.00,0.00,-0.0000,-0.0000,0,100,10147
44,0.00,0.00,-0.0000,-0.0000,0,100,10373
45,0.00,0.00,-0.0000,-0.0000,0,100,10604
46,0.00,0.00,-0.0000,-0.0000,0,100,10829
47,0.00,0.00,-0.0000,-0.0000,0,100,11050
48,0.00,0.00,-0.0000,-0.0000,0,100,11266
49,0.00,0.00,-0.0000,-0.0000,0,100,11482
50,0.00,0.00,-0.0000,-0.0000,0,100,11700
51,0.00,0.00,-0.0000,-0.0000,0,100,11916
52,0.00,0.00,-0.0000,-0.0000,0,100,12136
53,0.00,0.00,-0.0000,-0.0000,0,100,12354
54,0.00,0.00,-0.0000,-0.0000,0,100,12570
55,0.00,0.00,-0.0000,-0.0000,0,100,12791
56,0.00,0.00,-0.0000,-0.0000,0,100,13007
57,0.00,0.00,-0.0000,-0.0000,0,100,13223
58,0.00,0.00,-0.0000,-0.0000,0,100,13457
59,0.00,0.00,-0.0000,-0.0000,0,100,13706
60,0.00,0.00,-0.0000,-0.0000,0,100,13951
61,0.00,0.00,-0.0000,-0.0000,0,100,14191
62,0.00,0.00,-0.0000,-0.0000,0,100,14444
63,0.00,0.00,-0.0000,-0.0000,0,100,14687
64,0.00,0.00,-0.0000,-0.0000,0,100,14947
65,0.00,0.00,-0.0000,-0.0000,0,100,15204
66,0.00,0.00,-0.0000,-0.0000,0,100,15453
67,0.00,0.00,-0.0000,-0.0000,0,100,15702
