generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
39,294.00,302.89,11.4571,11.1664,294.000000,302.890244,-11.457143,-11.166376,82,100,10981
40,294.00,302.52,11.4457,11.1990,294.000000,302.524390,-11.445714,-11.198990,82,100,11212
41,294.00,301.75,11.4486,11.2092,294.000000,301.753086,-11.448571,-11.209171,81,100,11441
42,294.00,302.36,11.5314,11.2674,294.000000,302.355263,-11.531429,-11.267406,76,100,11669
43,294.00,301.36,11.5314,11.2534,294.000000,301.363636,-11.531429,-11.253395,77,100,11901
44,294.00,301.05,11.5314,11.2634,294.000000,301.051282,-11.531429,-11.263407,78,100,12141
45,294.00,302.06,11.5429,11.3172,294.000000,302.064935,-11.542857,-11.317217,77,100,12410
46,294.00,301.48,11.5429,11.3378,294.000000,301.478261,-11.542857,-11.337764,69,100,12661
47,294.00,299.79,11.5600,11.3353,294.000000,299.793651,-11.560000,-11.335283,63,100,13021
48,294.00,299.39,11.5400,11.3380,294.000000,299.388889,-11.540000,-11.337976,72,100,13253
49,294.00,298.59,11.7314,11.3499,294.000000,298.588235,-11.731429,-11.349916,68,100,13513
50,294.00,299.00,11.7314,11.3902,294.000000,299.000000,-11.731429,-11.390154,65,100,13758
51,294.00,300.11,11.8571,11.4486,294.000000,300.113208,-11.857143,-11.448571,53,100,13994
52,294.00,301.55,11.8571,11.5149,294.000000,301.547170,-11.857143,-11.514933,53,100,14248
53,294.00,302.56,11.8571,11.5749,294.000000,302.562500,-11.857143,-11.574940,48,100,14487
54,294.00,303.34,11.7857,11.6145,294.000000,303.340426,-11.785714,-11.614529,47,100,14703
55,294.00,303.86,11.8029,11.6441,294.000000,303.857143,-11.802857,-11.644082,49,100,14917
56,294.00,303.86,11.9286,11.6578,294.000000,303.857143,-11.928571,-11.657778,63,100,15142
57,294.00,302.32,12.0114,11.6284,294.000000,302.316667,-12.011429,-11.628381,60,100,15380
58,294.00,302.60,12.0114,11.6604,294.000000,302.603448,-12.011429,-11.660443,58,100,15600
59,294.00,302.36,12.0429,11.6866,294.000000,302.360656,-12.042857,-11.686557,61,100,15838
60,294.00,302.93,12.0429,11.7318,294.000000,302.927273,-12.042857,-11.731792,55,100,16082
61,294.00,302.85,12.0457,11.7479,294.000000,302.854839,-12.045714,-11.747926,62,100,16331
62,294.00,302.48,12.0514,11.7302,294.000000,302.479452,-12.051429,-11.730215,73,100,16575
63,294.00,301.22,12.0514,11.7030,294.000000,301.223684,-12.051429,-11.702970,76,100,16838
64,294.00,301.18,12.2143,11.6978,294.000000,301.180556,-12.214286,-11.697817,72,100,17098
65,294.00,301.54,12.2143,11.7268,294.000000,301.535211,-12.214286,-11.726761,71,100,17351
66,294.00,302.30,12.2143,11.7753,294.000000,302.297297,-12.214286,-11.775290,74,100,17589
67,294.00,302.37,12.2143,11.8040,294.000000,302.367647,-12.214286,-11.803992,68,100,17841
68,294.00,301.10,12.2143,11.7798,294.000000,301.097222,-12.214286,-11.779841,72,100,18098
69,294.00,300.36,12.2143,11.7548,294.000000,300.362319,-12.214286,-11.754783,69,100,18345
70,294.00,301.51,12.2229,11.8127,294.000000,301.507463,-12.222857,-11.812708,67,100,18620
71,294.00,300.61,12.0886,11.8195,294.000000,300.609375,-12.088571,-11.819464,64,100,18871
72,294.00,300.71,12.1086,11.8435,294.000000,300.712121,-12.108571,-11.843550,66,100,19120
73,294.00,299.65,12.1086,11.8385,294.000000,299.650794,-12.108571,-11.838549,63,100,19367
74,294.00,298.53,12.1171,11.8556,294.000000,298.534483,-12.117143,-11.855616,58,100,19597
75,294.00,298.23,12.1171,11.8643,294.000000,298.227273,-12.117143,-11.864286,66,100,19815
76,294.00,298.40,12.1600,11.8949,294.000000,298.400000,-12.160000,-11.894857,65,100,20035
77,294.00,298.31,12.1600,11.9234,294.000000,298.307692,-12.160000,-11.923352,52,100,20253
78,294.00,297.22,12.2143,11.8886,294.000000,297.224490,-12.214286,-11.888630,49,100,20480
79,294.00,297.80,12.2343,11.9270,294.000000,297.800000,-12.234286,-11.926971,50,100,20711
80,294.00,298.55,12.2343,11.9992,294.000000,298.551020,-12.234286,-11.999242,49,100,20934
81,294.00,296.85,12.2343,11.9365,294.000000,296.846154,-12.234286,-11.936484,39,100,21160
82,294.00,296.83,12.2629,11.9333,294.000000,296.829787,-12.262857,-11.933313,47,100,21387
83,294.00,296.32,12.2629,11.9355,294.000000,296.318182,-12.262857,-11.935519,44,100,21617
84,294.00,295.90,12.2629,11.9371,294.000000,295.902439,-12.262857,-11.937143,41,100,21857
85,294.00,296.65,12.2629,11.9971,294.000000,296.648649,-12.262857,-11.997066,37,100,22085
86,294.00,296.77,12.2857,12.0219,294.000000,296.765957,-12.285714,-12.021884,47,100,22312
87,294.00,297.11,12.2857,12.0310,294.000000,297.111111,-12.285714,-12.031048,45,100,22560
88,294.00,297.57,12.3486,12.0721,294.000000,297.574074,-12.348571,-12.072116,54,100,22788
89,294.00,297.40,12.3486,12.0709,294.000000,297.403509,-12.348571,-12.070927,57,100,23042
90,294.00,297.52,12.3486,12.0951,294.000000,297.519231,-12.348571,-12.095055,52,100,23273
91,294.00,297.42,12.3486,12.0855,294.000000,297.421053,-12.348571,-12.085514,57,100,23510
92,294.00,297.41,12.3486,12.0947,294.000000,297.411765,-12.348571,-12.094678,51,100,23739
93,294.00,297.19,12.3486,12.0967,294.000000,297.188679,-12.348571,-12.096712,53,100,23963
94,294.00,297.05,12.3514,12.0992,294.000000,297.054545,-12.351429,-12.099221,55,100,24200
95,294.00,297.16,12.3514,12.0995,294.000000,297.163265,-12.351429,-12.099475,49,100,24475
96,294.00,297.62,12.3514,12.1262,294.000000,297.615385,-12.351429,-12.126209,52,100,24725
97,294.00,297.16,12.3514,12.1126,294.000000,297.160714,-12.351429,-12.112551,56,100,24968
98,294.00,297.06,12.3514,12.1199,294.000000,297.058824,-12.351429,-12.119944,51,100,25290
99,294.00,297.29,12.3514,12.1378,294.000000,297.294118,-12.351429,-12.137759,51,100,25540
100,294.00,297.57,12.3457,12.1469,294.000000,297.566038,-12.345714,-12.146900,53,100,25785
101,294.00,297.60,12.3543,12.1529,294.000000,297.600000,-12.354286,-12.152857,50,100,26133
102,294.00,298.02,12.3686,12.1742,294.000000,298.018182,-12.368571,-12.174182,55,100,26445
103,294.00,298.00,12.4286,12.1798,294.000000,298.000000,-12.428571,-12.179792,55,100,26732
104,294.00,297.93,12.4543,12.1693,294.000000,297.929825,-12.454286,-12.169323,57,100,26995
105,294.00,297.93,12.4543,12.1749,294.000000,297.928571,-12.454286,-12.174949,56,100,27231
106,294.00,298.06,12.4543,12.1941,294.000000,298.056604,-12.454286,-12.194124,53,100,27471
107,294.00,298.25,12.4286,12.2096,294.000000,298.254545,-12.428571,-12.209610,55,100,27702
108,294.00,298.64,12.4600,12.2280,294.000000,298.641509,-12.460000,-12.227978,53,100,27958
109,294.00,298.21,12.4600,12.2115,294.000000,298.212766,-12.460000,-12.211489,47,100,28208
110,294.00,298.10,12.4600,12.2087,294.000000,298.100000,-12.460000,-12.208743,50,100,28448
111,294.00,297.83,12.4600,12.2003,294.000000,297.833333,-12.460000,-12.200317,54,100,28682
112,294.00,297.81,12.4600,12.1820,294.000000,297.814815,-12.460000,-12.181958,54,100,28918
113,294.00,297.58,12.4600,12.1729,294.000000,297.580000,-12.460000,-12.172857,50,100,29168
114,294.00,297.49,12.4457,12.1639,294.000000,297.489362,-12.445714,-12.163891,47,100,29412
115,294.00,298.22,12.4457,12.1956,294.000000,298.222222,-12.445714,-12.195556,54,100,29654
116,294.00,298.22,12.4457,12.2040,294.000000,298.222222,-12.445714,-12.203968,54,100,29904
117,294.00,298.11,12.5029,12.2017,294.000000,298.113208,-12.502857,-12.201671,53,100,30143
118,294.00,298.17,12.5029,12.2085,294.000000,298.169811,-12.502857,-12.208464,53,100,30386
119,294.00,298.03,12.5057,12.2065,294.000000,298.032258,-12.505714,-12.206544,62,100,30622
120,294.00,298.07,12.5629,12.2111,294.000000,298.068493,-12.562857,-12.211115,73,100,30860
121,294.00,298.17,12.5800,12.2259,294.000000,298.174419,-12.580000,-12.225947,86,100,31099
122,294.00,298.42,12.5800,12.2453,294.000000,298.423529,-12.580000,-12.245311,85,100,31333
123,294.00,298.66,12.6114,12.2668,294.000000,298.655172,-12.611429,-12.266765,87,100,31567
124,294.00,298.91,12.6114,12.2884,294.000000,298.905882,-12.611429,-12.288370,85,100,31811
125,294.00,299.27,12.6114,12.3139,294.000000,299.270588,-12.611429,-12.313916,85,100,32071
126,294.00,298.90,12.6114,12.3023,294.000000,298.898876,-12.611429,-12.302343,89,100,32317
127,294.00,299.14,12.6114,12.3229,294.000000,299.141176,-12.611429,-12.322924,85,100,32556
128,294.00,298.91,12.6114,12.3181,294.000000,298.911392,-12.611429,-12.318083,79,100,32792
129,294.00,298.47,12.6114,12.3013,294.000000,298.473684,-12.611429,-12.301316,76,100,33028
130,294.00,298.49,12.6114,12.3147,294.000000,298.486111,-12.611429,-12.314683,72,100,33278
131,294.00,298.39,12.7914,12.3363,294.000000,298.393939,-12.791429,-12.336277,66,100,33523
132,294.00,298.85,12.7914,12.3656,294.000000,298.846154,-12.791429,-12.365582,65,100,33768
133,294.00,298.99,12.8057,12.3849,294.000000,298.986111,-12.805714,-12.384921,72,100,34000
134,294.00,299.08,12.8171,12.3967,294.000000,299.083333,-12.817143,-12.396706,72,100,34304
135,294.00,298.43,12.8257,12.3785,294.000000,298.432432,-12.825714,-12.378456,74,100,34586
136,294.00,298.83,12.8257,12.4096,294.000000,298.831169,-12.825714,-12.409573,77,100,34958
137,294.00,298.49,12.9286,12.3958,294.000000,298.492958,-12.928571,-12.395815,71,100,35248
138,294.00,298.59,12.9286,12.4144,294.000000,298.586667,-12.928571,-12.414400,75,100,35516
139,294.00,298.26,12.9286,12.4124,294.000000,298.261538,-12.928571,-12.412396,65,100,35784
140,294.00,297.86,12.9286,12.4173,294.000000,297.863014,-12.928571,-12.417339,73,100,36045
141,294.00,297.57,12.9000,12.4068,294.000000,297.573529,-12.900000,-12.406807,68,100,36292
142,294.00,297.82,12.9000,12.4326,294.000000,297.818182,-12.900000,-12.432554,66,100,36532
143,294.00,296.97,12.9000,12.4325,294.000000,296.967742,-12.900000,-12.432535,62,100,36776
144,294.00,296.97,12.9000,12.4445,294.000000,296.969231,-12.900000,-12.444527,65,100,37016
145,294.00,296.71,12.9000,12.4302,294.000000,296.707692,-12.900000,-12.430154,65,100,37297
146,294.00,297.35,12.9000,12.5150,294.000000,297.350000,-12.900000,-12.515000,60,100,37554
147,294.00,297.13,12.9000,12.5134,294.000000,297.133333,-12.900000,-12.513429,60,100,37801
148,294.00,297.44,12.9086,12.5339,294.000000,297.437500,-12.908571,-12.533929,64,100,38042
149,294.00,296.82,12.9086,12.5053,294.000000,296.822581,-12.908571,-12.505346,62,100,38285
150,294.00,297.58,13.0371,12.5812,294.000000,297.575342,-13.037143,-12.581174,73,100,38541
151,294.00,297.83,13.0371,12.6154,294.000000,297.833333,-13.037143,-12.615437,72,100,38802
152,294.00,297.78,13.0457,12.6583,294.000000,297.782051,-13.045714,-12.658278,78,100,39052
153,294.00,298.50,13.0571,12.7690,294.000000,298.500000,-13.057143,-12.768964,80,100,39328
154,294.00,298.77,13.1057,12.8195,294.000000,298.765432,-13.105714,-12.819471,81,100,39571
155,294.00,297.73,13.1057,12.7797,294.000000,297.726190,-13.105714,-12.779660,84,100,39814
156,294.00,298.08,13.1057,12.8245,294.000000,298.076923,-13.105714,-12.824542,78,100,40058
157,294.00,297.88,13.1514,12.8431,294.000000,297.879518,-13.151429,-12.843133,83,100,40311
158,294.00,298.12,13.1514,12.8649,294.000000,298.116279,-13.151429,-12.864884,86,100,40567
159,294.00,297.93,13.1514,12.8707,294.000000,297.927711,-13.151429,-12.870671,83,100,40814
160,294.00,298.31,13.1514,12.9061,294.000000,298.313953,-13.151429,-12.906146,86,100,41063
161,294.00,298.48,13.1514,12.9260,294.000000,298.475610,-13.151429,-12.925993,82,100,41326
162,294.00,298.72,13.1714,12.9576,294.000000,298.721519,-13.171429,-12.957577,79,100,41593
163,294.00,298.75,13.1714,12.9705,294.000000,298.746667,-13.171429,-12.970476,75,100,41858
164,294.00,298.41,13.1714,12.9714,294.000000,298.405797,-13.171429,-12.971429,69,100,42113
165,294.00,298.55,13.1714,12.9813,294.000000,298.546667,-13.171429,-12.981333,75,100,42362
166,294.00,298.64,13.1714,12.9953,294.000000,298.635135,-13.171429,-12.995290,74,100,42613
167,294.00,298.09,13.1886,12.9694,294.000000,298.087500,-13.188571,-12.969393,80,100,42862
168,294.00,298.25,13.1886,12.9866,294.000000,298.253333,-13.188571,-12.986552,75,100,43129
169,294.00,298.76,13.1914,13.0304,294.000000,298.762500,-13.191429,-13.030393,80,100,43382
170,294.00,299.04,13.1886,13.0594,294.000000,299.039474,-13.188571,-13.059436,76,100,43632
171,294.00,298.50,13.2686,13.0511,294.000000,298.500000,-13.268571,-13.051061,70,100,43892
172,294.00,297.99,13.2714,13.0634,294.000000,297.985294,-13.271429,-13.063445,68,100,44204
173,294.00,298.20,13.2743,13.0798,294.000000,298.197531,-13.274286,-13.079788,81,100,44545
174,294.00,297.75,13.2743,13.0758,294.000000,297.753247,-13.274286,-13.075807,77,100,44823
175,294.00,298.19,13.2771,13.0921,294.000000,298.188235,-13.277143,-13.092101,85,100,45103
176,294.00,298.75,13.2800,13.1226,294.000000,298.746835,-13.280000,-13.122568,79,100,45383
177,294.00,299.25,13.3057,13.1696,294.000000,299.253165,-13.305714,-13.169620,79,100,45648
178,294.00,299.75,13.3114,13.1860,294.000000,299.753247,-13.311429,-13.186011,77,100,45898
179,294.00,299.09,13.3171,13.1862,294.000000,299.089744,-13.317143,-13.186154,78,100,46158
180,294.00,299.28,13.3400,13.2161,294.000000,299.276316,-13.340000,-13.216128,76,100,46408
181,294.00,298.71,13.3400,13.2291,294.000000,298.710145,-13.340000,-13.229110,69,100,46645
182,294.00,298.36,13.3829,13.2320,294.000000,298.363636,-13.382857,-13.232035,66,100,46879
183,294.00,298.23,13.3886,13.2398,294.000000,298.228571,-13.388571,-13.239755,70,100,47115
184,294.00,298.34,13.3686,13.2485,294.000000,298.337662,-13.368571,-13.248534,77,100,47351
185,294.00,298.06,13.3943,13.2435,294.000000,298.061728,-13.394286,-13.243527,81,100,47586
186,294.00,298.52,13.3800,13.2550,294.000000,298.517647,-13.380000,-13.254958,85,100,47825
187,294.00,298.60,13.4200,13.2582,294.000000,298.604167,-13.420000,-13.258214,96,100,48059
188,294.00,299.61,13.4200,13.2813,294.000000,299.614583,-13.420000,-13.281339,96,100,48310
189,294.00,299.04,13.4200,13.2943,294.000000,299.041237,-13.420000,-13.294256,97,100,48588
190,294.00,299.54,13.4943,13.2931,294.000000,299.540816,-13.494286,-13.293090,98,100,48857
191,294.00,298.73,13.4943,13.2891,294.000000,298.730000,-13.494286,-13.289114,100,100,49143
192,294.00,299.37,13.4943,13.3029,294.000000,299.370000,-13.494286,-13.302857,100,100,49438
193,294.00,297.47,13.5371,13.3011,294.000000,297.470000,-13.537143,-13.301114,100,100,49721
194,294.00,297.49,13.5371,13.2973,294.000000,297.490000,-13.537143,-13.297257,100,100,49994
195,294.00,298.80,13.5371,13.3206,294.000000,298.800000,-13.537143,-13.320571,100,100,50295
196,294.00,298.77,13.5286,13.3462,294.000000,298.770000,-13.528571,-13.346171,100,100,50599
197,294.00,298.98,13.5286,13.3437,294.000000,298.980000,-13.528571,-13.343743,100,100,50893
198,294.00,299.10,13.6000,13.3625,294.000000,299.100000,-13.600000,-13.362486,100,100,51171
199,294.00,298.36,13.6000,13.3664,294.000000,298.360000,-13.600000,-13.366429,100,100,51440
200,294.00,298.21,13.6000,13.3711,294.000000,298.210000,-13.600000,-13.371114,100,100,51720
201,294.00,298.81,13.6000,13.3945,294.000000,298.810000,-13.600000,-13.394543,100,100,52001
202,294.00,299.13,13.6343,13.3988,294.000000,299.130000,-13.634286,-13.398829,100,100,52280
203,294.00,300.02,13.6343,13.4332,294.000000,300.020000,-13.634286,-13.433200,100,100,52541
204,294.00,300.09,13.6343,13.4430,294.000000,300.090000,-13.634286,-13.442971,100,100,52795
205,294.00,299.90,13.6343,13.4346,294.000000,299.900000,-13.634286,-13.434600,100,100,53076
206,294.00,299.58,13.6343,13.4520,294.000000,299.580000,-13.634286,-13.451971,100,100,53330
207,294.00,299.82,13.6343,13.4630,294.000000,299.820000,-13.634286,-13.463029,100,100,53568
208,294.00,299.61,13.6343,13.4665,294.000000,299.610000,-13.634286,-13.466486,100,100,53825
209,294.00,299.79,13.6343,13.4710,294.000000,299.790000,-13.634286,-13.471029,100,100,54104
210,294.00,299.87,13.6371,13.4700,294.000000,299.870000,-13.637143,-13.469971,100,100,54401
211,294.00,299.71,13.6457,13.4709,294.000000,299.710000,-13.645714,-13.470914,100,100,54685
212,294.00,300.16,13.6514,13.4883,294.000000,300.160000,-13.651429,-13.488257,100,100,54943
213,294.00,299.66,13.6514,13.4861,294.000000,299.660000,-13.651429,-13.486057,100,100,55198
214,294.00,299.95,13.6457,13.4837,294.000000,299.950000,-13.645714,-13.483657,100,100,55614
215,294.00,301.12,13.6600,13.5053,294.000000,301.120000,-13.660000,-13.505343,100,100,55994
216,294.00,299.94,13.7429,13.4638,294.000000,299.940000,-13.742857,-13.463771,100,100,56503
217,294.00,300.26,13.7429,13.4780,294.000000,300.260000,-13.742857,-13.477971,100,100,56897
218,294.00,300.96,13.7486,13.5000,294.000000,300.960000,-13.748571,-13.499971,100,100,57175
219,294.00,300.47,13.7486,13.5065,294.000000,300.470000,-13.748571,-13.506457,100,100,57433
220,294.00,300.94,13.7486,13.5283,294.000000,300.940000,-13.748571,-13.528257,100,100,57666
221,294.00,300.50,13.7600,13.5255,294.000000,300.500000,-13.760000,-13.525457,100,100,57921
222,294.00,301.85,13.7600,13.5624,294.000000,301.850000,-13.760000,-13.562400,100,100,58169
223,294.00,301.32,13.8143,13.5566,294.000000,301.320000,-13.814286,-13.556571,100,100,58414
224,294.00,300.82,13.8143,13.5555,294.000000,300.820000,-13.814286,-13.555457,100,100,58663
225,294.00,301.29,13.8143,13.5794,294.000000,301.290000,-13.814286,-13.579371,100,100,58909
226,294.00,302.31,13.8143,13.6235,294.000000,302.310000,-13.814286,-13.623486,100,100,59165
227,294.00,301.73,13.8286,13.5834,294.000000,301.730000,-13.828571,-13.583400,100,100,59420
228,294.00,303.15,13.8286,13.6446,294.000000,303.150000,-13.828571,-13.644571,100,100,59657
229,294.00,301.27,13.8400,13.6092,294.000000,301.270000,-13.840000,-13.609200,100,100,59895
230,294.00,302.76,13.8400,13.6494,294.000000,302.760000,-13.840000,-13.649400,100,100,60165
231,294.00,302.27,13.8400,13.6489,294.000000,302.270000,-13.840000,-13.648914,100,100,60414
232,294.00,301.58,13.8400,13.6316,294.000000,301.580000,-13.840000,-13.631629,100,100,60661
233,294.00,302.83,13.8400,13.6638,294.000000,302.830000,-13.840000,-13.663800,100,100,60901
234,294.00,303.46,13.8400,13.6751,294.000000,303.460000,-13.840000,-13.675143,100,100,61164
235,294.00,302.86,13.8286,13.6707,294.000000,302.860000,-13.828571,-13.670686,100,100,61408
236,294.00,302.45,13.8257,13.6671,294.000000,302.450000,-13.825714,-13.667086,100,100,61799
237,294.00,302.64,13.8343,13.6809,294.000000,302.640000,-13.834286,-13.680886,100,100,62070
238,294.00,302.91,13.8257,13.7078,294.000000,302.910000,-13.825714,-13.707771,100,100,62324
239,294.00,303.87,13.8257,13.7050,294.000000,303.870000,-13.825714,-13.705000,100,100,62568
240,294.00,303.70,13.8257,13.7014,294.000000,303.700000,-13.825714,-13.701429,100,100,62821
241,294.00,304.30,13.8257,13.7164,294.000000,304.300000,-13.825714,-13.716371,100,100,63073
242,294.00,303.98,13.8571,13.7121,294.000000,303.980000,-13.857143,-13.712057,100,100,63325
243,294.00,303.57,13.8571,13.7194,294.000000,303.570000,-13.857143,-13.719400,100,100,63560
244,294.00,303.68,13.8571,13.7123,294.000000,303.680000,-13.857143,-13.712257,100,100,63794
245,294.00,303.35,13.8571,13.6993,294.000000,303.350000,-13.857143,-13.699343,100,100,64030
246,294.00,303.19,13.8571,13.7095,294.000000,303.190000,-13.857143,-13.709486,100,100,64274
247,294.00,302.50,13.8571,13.7051,294.000000,302.500000,-13.857143,-13.705057,100,100,64522
248,294.00,302.92,13.8571,13.7087,294.000000,302.920000,-13.857143,-13.708714,100,100,64771
249,294.00,303.30,13.8571,13.7095,294.000000,303.300000,-13.857143,-13.709486,100,100,65016
250,294.00,302.73,13.8571,13.7179,294.000000,302.730000,-13.857143,-13.717943,100,100,65267
251,294.00,301.58,13.8600,13.6987,294.000000,301.580000,-13.860000,-13.698743,100,100,65507
