generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.20,8.6686,8.4471,82,100,481
2,294.00,305.95,8.8714,8.4127,78,100,790
3,294.00,313.65,9.3343,9.0126,65,100,1487
4,294.00,305.23,9.6343,9.1469,69,100,2106
5,294.00,302.94,9.6686,9.1692,67,100,2704
6,294.00,306.12,9.7200,9.3527,51,100,3233
7,294.00,302.98,9.8971,9.3613,64,100,3757
8,294.00,310.53,9.9143,9.6902,75,100,4289
9,294.00,301.78,10.0514,9.5989,67,100,4785
10,294.00,297.59,10.0800,9.6046,68,100,5304
11,294.00,301.92,10.0971,9.7190,50,100,5798
