generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,303.00,9.1057,8.5428,87,100,511
2,294.00,303.34,9.0800,8.4724,86,100,980
3,294.00,297.68,9.5943,9.3675,38,100,2277
4,294.00,299.62,10.3943,10.0402,52,100,3174
5,294.00,303.04,10.9914,10.6425,94,100,3987
6,294.00,302.11,11.4400,11.0569,100,100,4824
7,294.00,302.56,11.6229,11.3119,100,100,5672
8,294.00,302.85,11.7943,11.5061,100,100,6487
9,294.00,302.29,11.9114,11.6590,100,100,7341
10,294.00,301.82,12.1143,11.7911,100,100,8209
11,294.00,301.45,12.1800,11.9229,100,100,9047
12,294.00,301.43,12.2143,12.0768,100,100,9912
13,294.00,300.10,12.3457,12.1760,100,100,10812
14,294.00,300.06,12.5314,12.2973,100,100,11759
15,294.00,303.66,12.6429,12.4951,100,100,12715
16,294.00,303.39,12.7771,12.5671,100,100,13684
17,294.00,301.24,12.9114,12.6841,100,100,14612
18,294.00,301.60,13.0057,12.8061,100,100,15530
19,294.00,299.81,13.0829,12.8945,100,100,16442
20,294.00,299.97,13.1314,12.9672,100,100,17338
21,294.00,300.31,13.1600,13.0159,100,100,18226
22,294.00,300.63,13.1629,13.0244,100,100,19128
23,294.00,300.76,13.2771,13.0752,100,100,20053
24,294.00,300.18,13.3029,13.1176,100,100,20975
25,294.00,299.51,13.3429,13.1353,100,100,21904
26,294.00,301.75,13.4029,13.2221,100,100,22842
27,294.00,301.06,13.4971,13.2468,100,100,23787
28,294.00,299.98,13.5257,13.2863,100,100,24734
29,294.00,299.71,13.5714,13.3819,100,100,25669
30,294.00,300.38,13.5829,13.4046,100,100,26584
31,294.00,300.21,13.6000,13.4071,100,100,27525
32,294.00,300.25,13.5886,13.4404,100,100,28447
33,294.00,300.08,13.6429,13.4382,100,100,29398
34,294.00,301.33,13.6114,13.4893,100,100,30337
35,294.00,299.81,13.6314,13.4689,100,100,31267
36,294.00,299.39,13.6714,13.4847,100,100,32204
37,294.00,301.15,13.6943,13.5449,100,100,33148
38,294.00,301.82,13.7314,13.6031,100,100,34083
39,294.00,300.71,13.7486,13.6068,100,100,35037
40,294.00,302.57,13.7886,13.6647,100,100,35982
41,294.00,300.71,13.8057,13.6635,100,100,36927
42,294.00,303.12,13.8343,13.7070,100,100,37875
43,294.00,301.87,13.8514,13.7040,100,100,38828
44,294.00,300.79,13.8486,13.7119,100,100,39782
45,294.00,301.57,13.8800,13.7534,100,100,40731
46,294.00,300.42,13.8714,13.7584,100,100,41692
47,294.00,301.41,13.8371,13.7600,100,100,42654
48,294.00,302.61,13.8486,13.7649,100,100,43627
49,294.00,300.67,13.8486,13.7480,100,100,44610
50,294.00,300.00,13.8657,13.7753,100,100,45567
51,294.00,301.49,13.8800,13.8149,100,100,46522
52,294.00,301.36,13.9114,13.8423,100,100,47474
53,294.00,302.07,13.9229,13.8535,100,100,48455
54,294.00,301.21,13.9971,13.8749,100,100,49445
55,294.00,300.41,13.9857,13.8880,100,100,50443
56,294.00,296.66,14.0114,13.9014,100,100,51433
57,294.00,295.93,14.0771,13.9263,100,100,52423
58,294.00,296.46,14.1600,14.0117,100,100,53418
59,294.00,298.84,14.2200,14.0936,100,100,54416
60,294.00,300.00,14.2343,14.1173,100,100,55411
61,294.00,298.87,14.2400,14.1423,100,100,56398
62,294.00,296.62,14.2743,14.1487,100,100,57389
63,294.00,297.45,14.3229,14.2771,100,100,58340
64,294.00,296.67,14.3686,14.3059,100,100,59284
65,294.00,295.99,14.4457,14.3822,100,100,60247
66,294.00,295.96,14.4886,14.4607,100,100,61185
67,294.00,295.26,14.5343,14.4852,100,100,62118
68,294.00,294.98,14.5886,14.5410,100,100,63057
69,294.00,296.08,14.6229,14.5810,100,100,63996
70,294.00,296.75,14.6429,14.6207,100,100,64937
71,294.00,296.33,14.6657,14.6334,100,100,65887
72,294.00,297.23,14.6771,14.6488,100,100,66829
73,294.00,296.81,14.6971,14.6477,100,100,67760
74,294.00,297.86,14.7000,14.6594,100,100,68682
75,294.00,296.70,14.7314,14.6703,100,100,69627
76,294.00,296.29,14.7457,14.6862,100,100,70565
77,294.00,297.46,14.7457,14.7011,100,100,71519
78,294.00,296.71,14.7486,14.6973,100,100,72474
79,294.00,296.89,14.7600,14.7106,100,100,73431
80,294.00,297.75,14.7714,14.7288,100,100,74393
81,294.00,297.38,14.7743,14.7365,100,100,75341
82,294.00,296.22,14.7857,14.7368,100,100,76275
83,294.00,296.78,14.7914,14.7725,100,100,77211
84,294.00,295.73,14.8029,14.7633,100,100,78132
85,294.00,296.34,14.8171,14.7855,100,100,79073
86,294.00,295.94,14.8343,14.8193,100,100,80017
87,294.00,295.84,14.8486,14.8253,100,100,80986
88,294.00,295.46,14.8629,14.8334,100,100,81985
89,294.00,295.75,14.8714,14.8460,100,100,82935
90,294.00,295.80,14.8714,14.8485,100,100,83879
91,294.00,295.96,14.8943,14.8527,100,100,84824
92,294.00,296.91,14.9229,14.8673,100,100,85762
93,294.00,297.40,14.9429,14.8859,100,100,86693
94,294.00,296.73,14.9457,14.9021,100,100,87611
95,294.00,295.78,14.9629,14.9211,100,100,88526
96,294.00,295.80,14.9543,14.9270,100,100,89456
97,294.00,295.94,14.9686,14.9419,100,100,90387
98,294.00,295.87,14.9914,14.9501,100,100,91314
99,294.00,296.66,14.9943,14.9715,100,100,92234
100,294.00,296.97,15.0000,14.9830,100,100,93163
101,294.00,297.17,15.0171,14.9928,100,100,94093
