generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.89,8.9543,8.5594,84,100,488
2,294.00,300.58,8.9743,8.4794,85,100,864
3,294.00,305.50,9.9600,9.5736,64,100,1852
4,294.00,298.61,10.4429,10.1488,38,100,2314
5,294.00,302.71,11.0400,10.6079,45,100,2679
6,294.00,299.80,11.3457,10.9831,55,100,3081
7,294.00,302.34,11.6971,11.3769,70,100,3492
8,294.00,300.64,11.8686,11.5697,66,100,3938
9,294.00,304.77,12.1200,11.8489,95,100,4516
10,294.00,304.44,12.2571,12.0519,100,100,5106
11,294.00,303.55,12.4514,12.1851,100,100,5712
12,294.00,302.33,12.4771,12.2197,100,100,6361
13,294.00,301.73,12.6743,12.3477,100,100,7048
14,294.00,301.65,12.7600,12.5209,100,100,7792
15,294.00,300.64,12.9771,12.6225,100,100,8624
16,294.00,301.28,12.9771,12.7224,100,100,9493
17,294.00,300.19,13.0257,12.7598,100,100,10374
18,294.00,299.98,13.1314,12.8503,100,100,11284
19,294.00,301.92,13.1857,12.9326,100,100,12202
20,294.00,301.06,13.2771,12.9818,100,100,13126
21,294.00,300.94,13.3543,13.0398,100,100,14046
22,294.00,300.70,13.3714,13.1248,100,100,14967
23,294.00,301.03,13.4343,13.1960,100,100,15879
24,294.00,299.86,13.4543,13.1930,100,100,16815
25,294.00,300.93,13.5314,13.2825,100,100,17735
26,294.00,299.06,13.5657,13.2632,100,100,18667
27,294.00,301.13,13.6029,13.3895,100,100,19614
28,294.00,301.21,13.6057,13.4334,100,100,20593
29,294.00,300.25,13.6314,13.4302,100,100,21584
30,294.00,299.84,13.6600,13.4497,100,100,22598
31,294.00,300.77,13.6686,13.5312,100,100,23632
32,294.00,301.80,13.6829,13.5485,100,100,24662
33,294.00,299.05,13.7343,13.5701,100,100,25661
34,294.00,299.73,13.7857,13.5889,100,100,26655
35,294.00,298.41,13.7714,13.6271,100,100,27638
36,294.00,299.62,13.8429,13.7066,100,100,28584
37,294.00,299.71,13.9314,13.7451,100,100,29519
38,294.00,298.22,13.9657,13.7272,100,100,30459
39,294.00,299.96,13.9514,13.8435,100,100,31383
40,294.00,299.95,13.9800,13.8730,100,100,32306
41,294.00,298.99,13.9943,13.8851,100,100,33239
42,294.00,300.36,14.0086,13.9407,100,100,34203
43,294.00,300.52,14.0314,13.9555,100,100,35168
44,294.00,299.65,14.0714,13.9628,100,100,36124
45,294.00,300.00,14.1114,14.0033,100,100,37094
46,294.00,297.37,14.1771,14.1129,100,100,38096
47,294.00,297.91,14.2429,14.1603,100,100,39070
48,294.00,298.07,14.2343,14.1903,100,100,40039
49,294.00,296.76,14.2571,14.2096,100,100,41019
50,294.00,295.55,14.2829,14.2511,100,100,41974
51,294.00,294.80,14.2914,14.2761,100,100,42916
52,294.00,294.52,14.3057,14.2881,100,100,43854
53,294.00,294.20,14.3286,14.3061,100,100,44793
54,294.00,294.69,14.3800,14.3379,100,100,45716
55,294.00,295.13,14.4286,14.3947,100,100,46641
56,294.00,295.63,14.4400,14.4232,100,100,47562
57,294.00,295.33,14.5486,14.4428,100,100,48489
58,294.00,296.11,14.5714,14.5607,100,100,49407
59,294.00,296.06,14.6143,14.5733,100,100,50327
60,294.00,295.13,14.6229,14.5722,100,100,51267
61,294.00,296.75,14.6171,14.6022,100,100,52184
62,294.00,295.99,14.6286,14.6011,100,100,53095
63,294.00,295.41,14.6486,14.6043,100,100,53989
64,294.00,295.50,14.6514,14.6107,100,100,54883
65,294.00,296.69,14.6543,14.6291,100,100,55793
66,294.00,295.85,14.6829,14.6381,100,100,56700
67,294.00,296.08,14.6914,14.6503,100,100,57599
68,294.00,297.13,14.7086,14.6854,100,100,58492
69,294.00,296.58,14.7171,14.6932,100,100,59389
70,294.00,296.09,14.7171,14.6850,100,100,60288
71,294.00,294.78,14.7143,14.6748,100,100,61173
72,294.00,295.38,14.7143,14.6944,100,100,62063
73,294.00,294.69,14.7314,14.6824,100,100,62980
74,294.00,294.35,14.7400,14.6822,100,100,63887
75,294.00,295.91,14.7429,14.7240,100,100,64802
76,294.00,295.20,14.7629,14.7327,100,100,65725
77,294.00,295.20,14.7657,14.7440,100,100,66641
78,294.00,294.31,14.7857,14.7453,100,100,67529
79,294.00,295.47,14.7857,14.7685,100,100,68441
80,294.00,294.80,14.8286,14.7846,100,100,69378
81,294.00,295.35,14.8400,14.8152,100,100,70345
82,294.00,295.67,14.8429,14.8300,100,100,71360
83,294.00,295.36,14.8543,14.8336,100,100,72312
84,294.00,294.17,14.8629,14.8350,100,100,73244
85,294.00,294.41,14.8743,14.8459,100,100,74163
86,294.00,295.24,14.8971,14.8753,100,100,75099
87,294.00,295.24,14.8971,14.8843,100,100,76054
88,294.00,294.61,14.9000,14.8906,100,100,77016
89,294.00,294.88,14.9114,14.8961,100,100,77943
90,294.00,294.51,14.9086,14.9005,100,100,78864
91,294.00,294.55,14.9229,14.9036,100,100,79776
92,294.00,294.09,14.9257,14.9015,100,100,80696
93,294.00,295.33,14.9343,14.9153,100,100,81626
94,294.00,296.01,14.9457,14.9285,100,100,82602
95,294.00,295.51,14.9486,14.9319,100,100,83565
96,294.00,295.88,14.9600,14.9449,100,100,84512
97,294.00,295.69,14.9714,14.9411,100,100,85470
98,294.00,295.82,14.9771,14.9652,100,100,86414
99,294.00,295.89,14.9800,14.9770,100,100,87353
100,294.00,294.52,15.0029,14.9794,100,100,88306
101,294.00,294.85,15.0086,14.9919,100,100,89236
