generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.16,9.0686,8.5352,82,100,488
2,294.00,299.90,9.0800,8.5033,84,100,932
3,294.00,299.67,9.5657,9.2686,100,100,2790
4,294.00,301.87,10.3629,9.9285,100,100,3818
5,294.00,300.23,10.7343,10.3584,100,100,4760
6,294.00,301.20,11.2943,10.8345,100,100,5813
7,294.00,301.24,11.6343,11.1355,100,100,6933
8,294.00,300.23,11.7400,11.3780,100,100,7970
9,294.00,300.29,11.8743,11.5439,100,100,9053
10,294.00,300.18,11.9714,11.6516,100,100,10145
11,294.00,302.23,12.1743,11.8477,100,100,11240
12,294.00,302.84,12.2943,11.9582,100,100,12405
13,294.00,304.06,12.3743,12.0625,100,100,13625
14,294.00,303.07,12.4771,12.1663,100,100,14879
15,294.00,303.45,12.5314,12.2215,100,100,16196
16,294.00,300.21,12.6257,12.4572,100,100,17509
17,294.00,298.89,12.8114,12.5715,100,100,18780
18,294.00,300.25,12.9514,12.6937,100,100,20069
19,294.00,301.01,13.0143,12.7559,100,100,21404
20,294.00,303.36,13.1086,12.8673,100,100,22730
21,294.00,303.66,13.1171,12.9356,100,100,24074
22,294.00,305.06,13.0829,12.9617,100,100,25423
23,294.00,304.78,13.1171,12.9755,100,100,26760
24,294.00,299.95,13.1657,12.9748,100,100,28117
25,294.00,297.93,13.1400,13.0195,100,100,29426
26,294.00,297.32,13.2000,13.0481,100,100,30746
27,294.00,298.82,13.2714,13.1240,100,100,32046
28,294.00,300.91,13.3229,13.1810,100,100,33348
29,294.00,299.41,13.3486,13.1975,100,100,34653
30,294.00,299.32,13.4286,13.2383,100,100,35937
31,294.00,302.03,13.4743,13.3094,100,100,37234
32,294.00,300.71,13.5029,13.3333,100,100,38509
33,294.00,298.33,13.5200,13.3669,100,100,39749
34,294.00,299.45,13.5971,13.4709,100,100,41000
35,294.00,298.68,13.6571,13.5358,100,100,42276
36,294.00,301.16,13.7400,13.6175,100,100,43547
37,294.00,301.82,13.7800,13.6683,100,100,44799
38,294.00,301.57,13.7829,13.6803,100,100,46072
39,294.00,299.87,13.8686,13.7241,100,100,47345
40,294.00,299.18,13.9257,13.7662,100,100,48636
41,294.00,302.20,13.9457,13.8811,100,100,49904
42,294.00,300.00,13.9829,13.8701,100,100,51172
43,294.00,301.12,13.9629,13.8931,100,100,52446
44,294.00,299.98,14.0086,13.9131,100,100,53746
45,294.00,298.82,14.0200,13.9418,100,100,55007
46,294.00,301.18,14.0743,13.9700,100,100,56283
47,294.00,302.62,14.0829,14.0141,100,100,57543
48,294.00,303.12,14.1114,14.0450,100,100,58811
49,294.00,301.67,14.1514,14.0615,100,100,60103
50,294.00,301.58,14.1514,14.0778,100,100,61392
51,294.00,301.61,14.1771,14.0871,100,100,62667
52,294.00,305.73,14.1800,14.0976,100,100,63945
53,294.00,301.48,14.2086,14.1057,100,100,65219
54,294.00,303.61,14.2429,14.1226,100,100,66496
55,294.00,303.54,14.2343,14.1317,100,100,67787
56,294.00,305.87,14.2514,14.1463,100,100,69107
57,294.00,304.83,14.3086,14.1409,100,100,70460
58,294.00,307.01,14.2714,14.1774,100,100,71767
59,294.00,303.76,14.2629,14.1563,100,100,73067
60,294.00,304.59,14.2657,14.1822,100,100,74373
61,294.00,305.24,14.2829,14.1823,100,100,75700
62,294.00,303.43,14.3257,14.1819,100,100,77039
63,294.00,301.79,14.3314,14.1756,100,100,78357
64,294.00,305.98,14.3743,14.2253,100,100,79669
65,294.00,304.68,14.4086,14.2507,100,100,80955
66,294.00,305.95,14.4286,14.2762,100,100,82219
67,294.00,306.60,14.4486,14.2906,100,100,83488
68,294.00,306.45,14.4400,14.2925,100,100,84775
69,294.00,305.39,14.4457,14.3028,100,100,86068
70,294.00,307.20,14.4457,14.3241,100,100,87352
71,294.00,307.02,14.4571,14.3161,100,100,88594
72,294.00,305.22,14.4400,14.2891,100,100,89838
73,294.00,304.40,14.4714,14.3115,100,100,91106
74,294.00,307.71,14.4971,14.3716,100,100,92419
75,294.00,305.30,14.5114,14.3566,100,100,93724
76,294.00,307.22,14.5257,14.3895,100,100,94969
77,294.00,306.56,14.5429,14.3940,100,100,96230
78,294.00,305.47,14.5457,14.3980,100,100,97455
79,294.00,306.29,14.5457,14.4185,100,100,98680
80,294.00,306.61,14.5600,14.4282,100,100,99905
81,294.00,304.94,14.5486,14.4172,100,100,101111
82,294.00,303.75,14.5714,14.4104,100,100,102321
83,294.00,300.74,14.5743,14.4009,100,100,103560
84,294.00,303.87,14.5914,14.4462,100,100,104777
85,294.00,303.45,14.5943,14.4478,100,100,106007
86,294.00,306.25,14.6029,14.5000,100,100,107250
87,294.00,309.09,14.6000,14.5339,100,100,108479
88,294.00,307.59,14.6086,14.5213,100,100,109723
89,294.00,306.29,14.6143,14.4962,100,100,110936
90,294.00,308.28,14.6400,14.5293,100,100,112160
91,294.00,306.55,14.6400,14.5055,100,100,113375
92,294.00,308.87,14.6486,14.5340,100,100,114597
93,294.00,306.12,14.6600,14.5003,100,100,115812
94,294.00,306.58,14.6800,14.5169,100,100,117003
95,294.00,307.30,14.6743,14.5327,100,100,118230
96,294.00,307.38,14.7000,14.5517,100,100,119446
97,294.00,306.71,14.7143,14.5467,100,100,120639
98,294.00,304.87,14.7171,14.5536,100,100,121878
99,294.00,309.69,14.7429,14.6016,100,100,123105
100,294.00,310.64,14.7686,14.6296,100,100,124350
101,294.00,308.99,14.7743,14.6243,100,100,125578
