generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.95,8.9429,8.5248,86,100,489
2,294.00,304.59,8.9914,8.5130,85,100,911
3,294.00,296.75,9.7714,9.3667,53,100,2453
4,294.00,302.47,10.3229,9.8619,66,100,3903
5,294.00,300.91,10.6000,10.1527,65,100,5098
6,294.00,300.60,11.2429,10.5260,72,100,6193
7,294.00,303.09,11.4286,10.9841,100,100,7245
8,294.00,301.07,11.6086,11.2229,100,100,8298
9,294.00,302.99,11.8314,11.6154,100,100,9381
10,294.00,299.98,12.0543,11.8193,100,100,10488
11,294.00,298.04,12.3229,12.0157,100,100,11549
12,294.00,300.19,12.5229,12.2776,100,100,12633
13,294.00,301.68,12.6771,12.3861,100,100,13725
14,294.00,299.41,12.7429,12.4843,100,100,14853
15,294.00,301.42,12.8029,12.6219,100,100,15967
16,294.00,300.47,12.9286,12.7291,100,100,17098
17,294.00,298.06,12.9914,12.8727,100,100,18231
18,294.00,298.34,13.0571,12.9630,100,100,19369
19,294.00,299.34,13.1086,13.0050,100,100,20536
20,294.00,299.31,13.1600,13.0409,100,100,21724
21,294.00,299.12,13.2229,13.0908,100,100,22898
22,294.00,297.65,13.3257,13.1084,100,100,24065
23,294.00,300.36,13.3457,13.2374,100,100,25256
24,294.00,299.65,13.3943,13.2898,100,100,26451
25,294.00,299.16,13.4143,13.3186,100,100,27655
26,294.00,298.63,13.4686,13.3380,100,100,28841
27,294.00,299.88,13.6000,13.3927,100,100,30046
28,294.00,300.08,13.6057,13.4849,100,100,31283
29,294.00,301.81,13.6514,13.5555,100,100,32520
30,294.00,300.38,13.6857,13.5696,100,100,33746
31,294.00,301.49,13.6943,13.6129,100,100,34961
32,294.00,300.27,13.7029,13.6184,100,100,36196
33,294.00,301.58,13.7143,13.6369,100,100,37412
34,294.00,298.90,13.7514,13.6253,100,100,38636
35,294.00,299.90,13.7657,13.6500,100,100,39848
36,294.00,301.06,13.8257,13.6729,100,100,41052
37,294.00,300.71,13.8029,13.6827,100,100,42301
38,294.00,301.80,13.8000,13.7102,100,100,43540
39,294.00,301.83,13.8143,13.7315,100,100,44789
40,294.00,302.03,13.8257,13.7277,100,100,46027
41,294.00,300.72,13.8343,13.7245,100,100,47284
42,294.00,302.17,13.8514,13.7565,100,100,48552
43,294.00,298.41,13.9543,13.7505,100,100,49826
44,294.00,299.33,13.9686,13.8011,100,100,51111
45,294.00,298.90,13.9686,13.8063,100,100,52412
46,294.00,299.87,13.9800,13.8333,100,100,53697
47,294.00,300.12,13.9800,13.8610,100,100,54951
48,294.00,299.76,13.9943,13.8697,100,100,56200
49,294.00,299.50,13.9943,13.8648,100,100,57445
50,294.00,300.01,14.0171,13.8644,100,100,58689
51,294.00,301.01,14.0171,13.9022,100,100,59945
52,294.00,300.54,14.0171,13.8858,100,100,61201
53,294.00,300.28,14.0200,13.8773,100,100,62466
54,294.00,300.15,14.0400,13.8806,100,100,63725
55,294.00,299.01,14.0457,13.8511,100,100,64994
56,294.00,298.91,14.0829,13.8751,100,100,66256
57,294.00,298.32,14.0914,13.8740,100,100,67517
58,294.00,298.42,14.0714,13.8809,100,100,68785
59,294.00,298.15,14.0486,13.8775,100,100,70052
60,294.00,298.21,14.1314,13.8938,100,100,71316
61,294.00,298.68,14.1743,13.9118,100,100,72614
62,294.00,298.10,14.1371,13.9001,100,100,73894
63,294.00,299.17,14.1886,13.9831,100,100,75189
64,294.00,298.86,14.1943,14.0056,100,100,76482
65,294.00,300.97,14.2543,14.0924,100,100,77778
66,294.00,299.28,14.2714,14.1139,100,100,79083
67,294.00,301.41,14.2943,14.1726,100,100,80393
68,294.00,300.83,14.3343,14.1385,100,100,81709
69,294.00,302.83,14.3429,14.1922,100,100,83016
70,294.00,301.08,14.3571,14.1477,100,100,84314
71,294.00,302.93,14.3743,14.2219,100,100,85648
72,294.00,300.26,14.4257,14.1613,100,100,87010
73,294.00,300.05,14.4400,14.1710,100,100,88319
74,294.00,299.24,14.4571,14.2168,100,100,89677
75,294.00,299.80,14.4771,14.2933,100,100,91014
76,294.00,299.88,14.4914,14.3436,100,100,92365
77,294.00,298.14,14.5057,14.3093,100,100,93730
78,294.00,298.99,14.5057,14.3513,100,100,95116
79,294.00,298.21,14.4971,14.3303,100,100,96472
80,294.00,297.50,14.5000,14.2973,100,100,97840
81,294.00,300.32,14.5000,14.3991,100,100,99230
82,294.00,299.54,14.5029,14.3707,100,100,100591
83,294.00,300.30,14.5029,14.3780,100,100,101965
84,294.00,300.30,14.5257,14.3998,100,100,103346
85,294.00,297.58,14.5429,14.3508,100,100,104789
86,294.00,297.21,14.5200,14.3348,100,100,106198
87,294.00,298.38,14.5200,14.3669,100,100,107519
88,294.00,299.50,14.5257,14.4029,100,100,108841
89,294.00,297.13,14.5314,14.3542,100,100,110285
90,294.00,295.79,14.5257,14.3331,100,100,111617
91,294.00,295.59,14.5257,14.3365,100,100,112932
92,294.00,297.27,14.5314,14.3686,100,100,114271
93,294.00,297.93,14.5229,14.3853,100,100,115582
94,294.00,297.70,14.5571,14.3979,100,100,116899
95,294.00,295.92,14.5600,14.3624,100,100,118205
96,294.00,295.06,14.5286,14.3591,100,100,119509
97,294.00,295.92,14.5314,14.3670,100,100,120812
98,294.00,298.86,14.5257,14.4143,100,100,122123
99,294.00,295.75,14.5400,14.4058,100,100,123474
100,294.00,294.36,14.4400,14.3745,100,100,124799
101,294.00,294.49,14.4400,14.3887,100,100,126100
