generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,303.55,9.0057,8.5146,88,100,528
2,294.00,304.21,9.1457,8.4580,90,100,938
3,294.00,304.40,9.8257,9.2873,89,100,2640
4,294.00,304.98,10.3343,9.8594,100,100,4432
5,294.00,304.91,10.6829,10.1681,100,100,6098
6,294.00,304.69,10.7029,10.3907,100,100,7702
7,294.00,301.95,10.8971,10.5599,100,100,9342
8,294.00,301.81,11.0629,10.6667,97,100,11001
9,294.00,302.94,11.2829,10.9188,100,100,12658
10,294.00,302.47,11.5457,11.1025,100,100,14285
11,294.00,303.11,11.5657,11.1922,100,100,15861
12,294.00,300.80,11.9171,11.2664,100,100,17452
13,294.00,300.47,11.9457,11.4672,100,100,19206
14,294.00,299.90,12.0086,11.4993,100,100,21103
15,294.00,300.45,11.9429,11.5743,100,100,22739
16,294.00,300.86,11.9943,11.6811,100,100,24404
17,294.00,300.22,12.0971,11.7998,100,100,26011
18,294.00,300.20,12.1343,11.8551,100,100,27588
19,294.00,300.13,12.2857,11.9598,100,100,29133
20,294.00,300.47,12.4800,12.1224,100,100,30709
21,294.00,299.22,12.5257,12.1944,100,100,32221
22,294.00,300.26,12.5771,12.3490,100,100,33745
23,294.00,299.18,12.6800,12.4432,100,100,35273
24,294.00,298.32,12.7800,12.5629,100,100,36873
25,294.00,301.42,12.8914,12.6932,100,100,38472
26,294.00,297.68,12.9457,12.6515,100,100,40020
27,294.00,298.62,13.0114,12.7493,100,100,41547
28,294.00,298.70,13.0229,12.7837,100,100,43097
29,294.00,298.60,13.0514,12.8147,100,100,44632
30,294.00,298.98,13.0743,12.8465,100,100,46151
31,294.00,300.23,13.0543,12.8780,100,100,47696
32,294.00,300.24,13.1171,12.9165,100,100,49227
33,294.00,301.04,13.1171,12.9105,100,100,50768
34,294.00,300.07,13.1486,12.9429,100,100,52352
35,294.00,300.62,13.1629,13.0006,100,100,53903
36,294.00,298.96,13.2714,13.0418,100,100,55491
37,294.00,297.30,13.2714,13.0933,100,100,57076
38,294.00,297.01,13.2971,13.1037,100,100,58668
39,294.00,297.92,13.3429,13.1832,100,100,60256
40,294.00,298.02,13.3543,13.2038,100,100,61853
41,294.00,297.95,13.3629,13.2279,100,100,63476
42,294.00,298.25,13.4086,13.2478,100,100,65070
43,294.00,297.94,13.4286,13.2829,100,100,66681
44,294.00,297.96,13.4657,13.3028,100,100,68298
45,294.00,297.29,13.4657,13.2641,100,100,69932
46,294.00,296.86,13.4971,13.2681,100,100,71482
47,294.00,297.23,13.5057,13.3291,100,100,73070
48,294.00,297.24,13.5114,13.3798,100,100,74575
49,294.00,296.86,13.5743,13.3937,100,100,76040
50,294.00,297.16,13.5829,13.4454,100,100,77518
51,294.00,297.94,13.6114,13.5080,100,100,79016
52,294.00,298.45,13.6171,13.5719,100,100,80511
53,294.00,297.94,13.6200,13.5501,100,100,81996
54,294.00,296.73,13.6543,13.5274,100,100,83704
55,294.00,295.79,13.6571,13.5087,100,100,85277
56,294.00,296.96,13.7114,13.6010,100,100,86814
57,294.00,297.76,13.7514,13.6461,100,100,88341
58,294.00,298.13,13.7657,13.6746,100,100,89894
59,294.00,298.12,13.7514,13.6712,100,100,91419
60,294.00,297.79,13.7657,13.6896,100,100,92904
61,294.00,296.95,13.7857,13.7007,100,100,94375
62,294.00,296.14,13.8029,13.6967,100,100,95862
63,294.00,296.89,13.8114,13.7443,100,100,97417
64,294.00,296.50,13.8286,13.7452,100,100,98908
65,294.00,294.88,13.8543,13.7079,100,100,100381
66,294.00,296.38,13.8514,13.7986,100,100,101859
67,294.00,295.66,13.8571,13.8190,100,100,103356
68,294.00,297.21,13.8686,13.8366,100,100,104821
69,294.00,296.99,13.8743,13.8327,100,100,106309
70,294.00,295.57,13.8743,13.8105,100,100,107782
71,294.00,295.77,13.8771,13.8312,100,100,109261
72,294.00,295.77,13.8886,13.8259,100,100,110719
73,294.00,297.42,13.8886,13.8598,100,100,112160
74,294.00,295.89,13.8886,13.8487,100,100,113602
75,294.00,296.56,13.8886,13.8512,100,100,115092
76,294.00,297.19,13.9029,13.8669,100,100,116867
77,294.00,298.49,13.9029,13.8819,100,100,118516
78,294.00,298.19,13.9057,13.8684,100,100,120016
79,294.00,298.13,13.9086,13.8806,100,100,121481
80,294.00,296.91,13.9229,13.8573,100,100,123009
81,294.00,297.24,13.9229,13.8727,100,100,124489
82,294.00,296.52,13.9257,13.8855,100,100,125950
83,294.00,297.21,13.9257,13.9128,100,100,127409
84,294.00,296.89,13.9314,13.9111,100,100,128859
85,294.00,296.96,13.9314,13.9158,100,100,130298
86,294.00,296.70,13.9314,13.9121,100,100,131764
87,294.00,296.47,13.9457,13.8981,100,100,133213
88,294.00,296.52,13.9571,13.9066,100,100,134636
89,294.00,295.93,13.9657,13.9361,100,100,136051
90,294.00,296.89,13.9657,13.9617,100,100,137489
91,294.00,296.71,13.9771,13.9555,100,100,138922
92,294.00,296.92,13.9743,13.9706,100,100,140373
93,294.00,296.83,13.9771,13.9671,100,100,142095
94,294.00,296.65,13.9771,13.9535,100,100,143626
95,294.00,296.64,13.9857,13.9651,100,100,145103
96,294.00,296.79,13.9800,13.9717,100,100,146558
97,294.00,295.85,13.9914,13.9338,100,100,148061
98,294.00,296.81,13.9943,13.9761,100,100,149526
99,294.00,296.48,13.9943,13.9705,100,100,150973
100,294.00,295.92,13.9943,13.9663,100,100,152444
101,294.00,296.57,14.0057,13.9761,100,100,153908
