INSTANCIA,TAM,POB,CRU,MUT,HV,PARETO_FILE
promedio_2024,286,100,0.80,0.001,0.452517,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.421400,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.437400,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.435298,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.431735,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.449057,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.450014,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.444188,output/promedio_2024_pareto_front.csv
