generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.88,9.2657,8.5549,77,100,449
2,294.00,306.39,9.2657,8.5337,79,100,829
3,294.00,307.74,9.9371,9.5941,73,100,1916
4,294.00,306.94,10.8571,10.4083,84,100,2321
5,294.00,298.81,11.5286,11.0814,100,100,2733
6,294.00,299.77,11.7629,11.4808,100,100,3170
7,294.00,298.94,11.9886,11.6851,100,100,3532
8,294.00,299.15,12.2571,11.9825,100,100,3919
9,294.00,297.05,12.4371,12.1702,100,100,4352
10,294.00,296.33,12.6171,12.3852,100,100,4858
11,294.00,297.86,12.7200,12.6231,100,100,5439
12,294.00,297.52,12.8114,12.7362,100,100,6112
13,294.00,297.55,12.9343,12.8492,100,100,6818
14,294.00,298.48,13.0200,12.9370,100,100,7579
15,294.00,298.22,13.2143,13.0738,100,100,8400
16,294.00,298.32,13.3057,13.1366,100,100,9268
17,294.00,300.88,13.3229,13.1924,100,100,10167
18,294.00,303.19,13.3943,13.2485,100,100,11078
19,294.00,302.50,13.4629,13.3096,100,100,11980
20,294.00,305.57,13.5429,13.3614,100,100,12864
21,294.00,307.35,13.5600,13.4022,100,100,13777
22,294.00,307.89,13.5657,13.4522,100,100,14690
23,294.00,304.11,13.5771,13.4259,100,100,15635
24,294.00,304.28,13.6057,13.4635,100,100,16597
25,294.00,303.85,13.6257,13.4737,100,100,17568
26,294.00,303.42,13.6657,13.5212,100,100,18533
27,294.00,305.14,13.7143,13.5707,100,100,19497
28,294.00,307.28,13.7343,13.6203,100,100,20483
29,294.00,307.05,13.7686,13.6600,100,100,21456
30,294.00,299.82,13.7943,13.6980,100,100,22390
31,294.00,295.83,13.8943,13.7565,100,100,23283
32,294.00,296.78,13.9714,13.8365,100,100,24180
33,294.00,296.45,14.0286,13.9319,100,100,25134
34,294.00,297.83,14.0629,13.9995,100,100,26105
35,294.00,297.09,14.1229,14.0279,100,100,27094
36,294.00,297.62,14.1571,14.0773,100,100,28113
37,294.00,297.91,14.2371,14.1160,100,100,29139
38,294.00,297.78,14.2943,14.2023,100,100,30167
39,294.00,296.24,14.3143,14.2267,100,100,31133
40,294.00,297.46,14.3371,14.2897,100,100,32085
41,294.00,297.25,14.3514,14.3068,100,100,33041
42,294.00,297.20,14.3686,14.3166,100,100,33983
43,294.00,296.12,14.3829,14.3369,100,100,34935
44,294.00,296.17,14.4143,14.3655,100,100,35906
45,294.00,296.48,14.4486,14.3798,100,100,36892
46,294.00,296.34,14.4657,14.3976,100,100,37895
47,294.00,295.03,14.4771,14.3931,100,100,38901
48,294.00,295.75,14.5029,14.4267,100,100,39920
49,294.00,296.41,14.5171,14.4645,100,100,40954
50,294.00,295.53,14.5343,14.4839,100,100,41979
51,294.00,295.94,14.5657,14.5335,100,100,42957
52,294.00,296.04,14.5771,14.5471,100,100,43942
53,294.00,295.31,14.5857,14.5544,100,100,44951
54,294.00,295.05,14.6000,14.5723,100,100,45969
55,294.00,295.29,14.6029,14.5872,100,100,46991
56,294.00,295.58,14.6257,14.5999,100,100,48002
57,294.00,295.38,14.6343,14.6024,100,100,49013
58,294.00,294.87,14.6829,14.6234,100,100,50051
59,294.00,295.86,14.6971,14.6749,100,100,51133
60,294.00,295.46,14.7371,14.6827,100,100,52205
61,294.00,297.01,14.7457,14.7233,100,100,53379
62,294.00,297.35,14.7629,14.7369,100,100,54495
63,294.00,295.66,14.7886,14.7440,100,100,55587
64,294.00,296.54,14.8086,14.7741,100,100,56723
65,294.00,297.14,14.8486,14.8048,100,100,57953
66,294.00,297.35,14.8714,14.8253,100,100,59194
67,294.00,298.83,14.8857,14.8424,100,100,60355
68,294.00,297.65,14.8857,14.8401,100,100,61491
69,294.00,297.30,14.8943,14.8437,100,100,62679
70,294.00,297.00,14.9286,14.8620,100,100,63888
71,294.00,297.81,14.9314,14.8867,100,100,65035
72,294.00,297.57,14.9400,14.8912,100,100,66175
73,294.00,298.76,14.9400,14.9016,100,100,67311
74,294.00,298.80,14.9571,14.9079,100,100,68423
75,294.00,299.54,14.9600,14.9175,100,100,69557
76,294.00,299.25,14.9600,14.9248,100,100,70716
77,294.00,299.20,14.9857,14.9413,100,100,71831
78,294.00,298.36,14.9914,14.9567,100,100,72899
79,294.00,298.65,15.0143,14.9762,100,100,73984
80,294.00,298.96,15.0200,14.9871,100,100,75076
81,294.00,298.41,15.0229,14.9905,100,100,76128
82,294.00,298.09,15.0229,14.9929,100,100,77207
83,294.00,298.66,15.0314,15.0010,100,100,78252
84,294.00,299.01,15.0314,15.0006,100,100,79294
85,294.00,298.92,15.0514,15.0051,100,100,80332
86,294.00,297.83,15.0657,15.0146,100,100,81371
87,294.00,297.78,15.0714,15.0167,100,100,82398
88,294.00,300.12,15.0714,15.0412,100,100,83452
89,294.00,297.48,15.0857,15.0159,100,100,84493
90,294.00,299.84,15.0971,15.0343,100,100,85542
91,294.00,301.41,15.0971,15.0438,100,100,86576
92,294.00,303.57,15.1086,15.0643,100,100,87645
93,294.00,304.56,15.1114,15.0633,100,100,88722
94,294.00,304.10,15.1171,15.0405,100,100,89802
95,294.00,308.65,15.1171,15.0755,100,100,90889
96,294.00,306.57,15.1486,15.0628,100,100,91999
97,294.00,306.67,15.1457,15.0567,100,100,93150
98,294.00,308.92,15.1457,15.0768,100,100,94280
99,294.00,306.23,15.1629,15.0499,100,100,95423
100,294.00,309.91,15.1571,15.0874,100,100,96514
101,294.00,311.53,15.1543,15.0925,100,100,97623
