INSTANCIA,TAM,POB,CRU,MUT,HV,PARETO_FILE
promedio_2024,286,50,0.60,0.001,0.368796,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.368123,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.397434,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.364983,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.377600,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.388789,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.401340,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.379764,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.374226,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.387742,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.383979,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.388715,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.368171,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.397406,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.378816,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.376970,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.405422,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.379667,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.392266,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.400702,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.365823,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.394103,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.391430,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.387224,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.372705,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.393600,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.376847,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.393616,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.391188,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.001,0.383813,output/promedio_2024_pareto_front.csv
