generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,288.00,297.25,10.380688,8.2500,7.9286,288.000000,297.253165,10.380688,-8.250000,-7.928566,0.168925,79,100,637
2,288.00,297.55,9.971302,8.5152,7.8419,288.000000,297.551282,9.971302,-8.515244,-7.841893,0.250699,78,100,1247
3,288.00,289.90,1.516457,9.6829,9.1349,288.000000,289.896552,1.516457,-9.682927,-9.134882,0.206193,29,100,2053
4,288.00,288.58,0.590788,9.9390,9.6062,288.000000,288.578947,0.590788,-9.939024,-9.606226,0.116906,19,100,2383
5,288.00,288.67,0.623610,10.3201,10.0940,288.000000,288.666667,0.623610,-10.320122,-10.094004,0.208360,12,100,2728
6,288.00,289.26,1.068304,10.7165,10.5082,288.000000,289.263158,1.068304,-10.716463,-10.508184,0.163803,19,100,3082
7,288.00,288.38,0.486504,10.9390,10.6714,288.000000,288.384615,0.486504,-10.939024,-10.671435,0.196623,26,100,3404
8,288.00,288.80,1.469694,11.3110,10.8622,288.000000,288.800000,1.469694,-11.310976,-10.862195,0.229656,10,100,3742
9,288.00,288.00,0.000000,10.9146,10.8296,288.000000,288.000000,0.000000,-10.914634,-10.829573,0.050787,10,100,4101
10,288.00,288.00,0.000000,11.0122,11.0003,288.000000,288.000000,0.000000,-11.012195,-11.000339,0.014547,9,100,4517
11,288.00,288.00,0.000000,11.2713,11.2198,288.000000,288.000000,0.000000,-11.271341,-11.219766,0.039663,12,100,5240
12,288.00,288.29,0.455645,11.7713,11.4570,288.000000,288.294118,0.455645,-11.771341,-11.456958,0.214079,17,100,5763
13,288.00,288.72,0.730719,12.0915,11.7873,288.000000,288.722222,0.730719,-12.091463,-11.787263,0.151384,18,100,6386
14,288.00,290.24,1.440822,12.2134,12.1182,288.000000,290.243243,1.440822,-12.213415,-12.118161,0.037410,37,100,6994
15,288.00,290.71,2.383141,12.3018,12.2079,288.000000,290.710526,2.383141,-12.301829,-12.207879,0.056251,38,100,7513
16,288.00,291.63,2.261680,12.5213,12.3801,288.000000,291.627119,2.261680,-12.521341,-12.380064,0.085660,59,100,8046
17,288.00,291.18,1.938805,12.6311,12.4471,288.000000,291.179104,1.938805,-12.631098,-12.447124,0.097643,67,100,8561
18,288.00,290.70,2.211330,12.7378,12.4968,288.000000,290.704545,2.211330,-12.737805,-12.496813,0.135815,44,100,9068
19,288.00,290.20,1.865281,12.8262,12.5507,288.000000,290.196429,1.865281,-12.826220,-12.550686,0.128932,56,100,9610
20,288.00,291.00,2.033060,13.1220,12.8060,288.000000,291.000000,2.033060,-13.121951,-12.806047,0.208460,60,100,10168
21,288.00,291.29,2.390457,13.1220,12.9270,288.000000,291.285714,2.390457,-13.121951,-12.926954,0.153802,49,100,10725
22,288.00,291.85,2.414385,13.2866,13.0829,288.000000,291.851351,2.414385,-13.286585,-13.082935,0.168837,74,100,11286
23,288.00,290.47,1.729100,13.3567,13.1162,288.000000,290.469136,1.729100,-13.356707,-13.116230,0.128251,81,100,11846
24,288.00,291.65,2.671354,13.3780,13.2021,288.000000,291.651515,2.671354,-13.378049,-13.202143,0.146365,66,100,12386
25,288.00,291.17,2.104888,13.4268,13.2581,288.000000,291.166667,2.104888,-13.426829,-13.258067,0.159977,48,100,12976
26,288.00,291.41,2.610171,13.4390,13.1847,288.000000,291.408163,2.610171,-13.439024,-13.184669,0.194027,49,100,13557
