generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,288.00,295.35,10.809247,8.2012,7.9339,288.000000,295.346667,10.809247,-8.201220,-7.933862,0.172459,75,100,606
2,288.00,296.13,10.580298,8.5915,7.8783,288.000000,296.125000,10.580298,-8.591463,-7.878345,0.240939,72,100,1112
3,288.00,290.37,1.745855,9.9482,9.2909,288.000000,290.370370,1.745855,-9.948171,-9.290876,0.202485,27,100,1873
4,288.00,293.26,4.063212,10.4665,9.9364,288.000000,293.263158,4.063212,-10.466463,-9.936350,0.155521,57,100,2362
5,288.00,296.50,5.916925,10.8811,10.3559,288.000000,296.500000,5.916925,-10.881098,-10.355915,0.243328,100,100,2833
6,288.00,298.14,6.081151,11.0122,10.6706,288.000000,298.140000,6.081151,-11.012195,-10.670610,0.207212,100,100,3352
7,288.00,295.15,6.137385,11.4146,10.9627,288.000000,295.150000,6.137385,-11.414634,-10.962652,0.240503,100,100,3807
8,288.00,295.45,5.814422,11.5823,11.2073,288.000000,295.450000,5.814422,-11.582317,-11.207317,0.262035,100,100,4272
9,288.00,295.09,5.267058,11.6585,11.3880,288.000000,295.090000,5.267058,-11.658537,-11.388018,0.200875,100,100,4848
10,288.00,292.83,3.757805,11.8933,11.5448,288.000000,292.830000,3.757805,-11.893293,-11.544756,0.267472,100,100,5519
11,288.00,293.11,3.515380,12.0488,11.7630,288.000000,293.110000,3.515380,-12.048780,-11.763049,0.230217,100,100,6199
12,288.00,292.42,3.046900,12.1890,11.8679,288.000000,292.420000,3.046900,-12.189024,-11.867927,0.202725,100,100,6893
13,288.00,292.87,3.351582,12.2835,11.9994,288.000000,292.870000,3.351582,-12.283537,-11.999360,0.212119,100,100,7600
14,288.00,294.21,4.035579,12.3872,12.1271,288.000000,294.210000,4.035579,-12.387195,-12.127073,0.235902,100,100,8321
15,288.00,296.88,5.970394,12.5183,12.2567,288.000000,296.880000,5.970394,-12.518293,-12.256738,0.251753,100,100,9034
16,288.00,297.68,5.676055,12.6006,12.3168,288.000000,297.680000,5.676055,-12.600610,-12.316768,0.201522,100,100,9763
17,288.00,298.28,6.499354,12.6341,12.3836,288.000000,298.280000,6.499354,-12.634146,-12.383628,0.170391,100,100,10524
18,288.00,298.64,7.751800,12.6402,12.4056,288.000000,298.640000,7.751800,-12.640244,-12.405640,0.219968,100,100,11310
19,288.00,300.55,8.596947,12.6524,12.4591,288.000000,300.550000,8.596947,-12.652439,-12.459146,0.194353,100,100,12106
20,288.00,295.67,6.931169,12.6616,12.3818,288.000000,295.670000,6.931169,-12.661585,-12.381829,0.219122,100,100,12921
21,288.00,296.76,5.843150,12.6616,12.4701,288.000000,296.760000,5.843150,-12.661585,-12.470122,0.181125,100,100,13776
22,288.00,294.26,4.727832,12.7652,12.4752,288.000000,294.260000,4.727832,-12.765244,-12.475152,0.148538,100,100,14653
23,288.00,295.27,6.852525,12.7866,12.5538,288.000000,295.270000,6.852525,-12.786585,-12.553841,0.206901,100,100,15526
24,288.00,291.69,3.809711,12.8628,12.6336,288.000000,291.690000,3.809711,-12.862805,-12.633567,0.185414,100,100,16423
25,288.00,291.18,1.981817,12.8689,12.7505,288.000000,291.180000,1.981817,-12.868902,-12.750518,0.117679,100,100,17300
26,288.00,290.93,2.103592,13.0396,12.8224,288.000000,290.930000,2.103592,-13.039634,-12.822439,0.153137,100,100,18206
