generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,288.00,295.11,9.372715,8.2866,7.9530,288.000000,295.113924,9.372715,-8.286585,-7.953033,0.131282,79,100,602
2,288.00,294.78,9.230383,8.6829,7.8911,288.000000,294.776316,9.230383,-8.682927,-7.891126,0.272673,76,100,1105
3,288.00,289.95,2.037453,9.7195,9.1768,288.000000,289.948718,2.037453,-9.719512,-9.176829,0.184734,39,100,1985
4,288.00,289.03,0.795124,10.3994,9.8004,288.000000,289.033333,0.795124,-10.399390,-9.800407,0.134798,30,100,2483
5,288.00,289.49,1.368005,10.6982,10.4707,288.000000,289.486486,1.368005,-10.698171,-10.470748,0.071259,37,100,2972
6,288.00,289.44,1.165343,10.9665,10.7636,288.000000,289.444444,1.165343,-10.966463,-10.763635,0.082993,36,100,3451
7,288.00,289.63,1.869047,11.4573,11.1748,288.000000,289.630137,1.869047,-11.457317,-11.174783,0.167983,73,100,3859
8,288.00,291.78,3.675813,11.7165,11.4987,288.000000,291.780000,3.675813,-11.716463,-11.498659,0.159568,100,100,4297
9,288.00,291.66,2.581550,11.9512,11.7426,288.000000,291.660000,2.581550,-11.951220,-11.742561,0.147742,100,100,4779
10,288.00,291.89,2.716229,12.1829,11.9513,288.000000,291.890000,2.716229,-12.182927,-11.951280,0.158475,100,100,5309
11,288.00,293.21,2.888927,12.2256,12.1291,288.000000,293.210000,2.888927,-12.225610,-12.129146,0.132506,100,100,5852
12,288.00,291.60,2.657066,12.3506,12.1876,288.000000,291.600000,2.657066,-12.350610,-12.187622,0.158283,100,100,6414
13,288.00,293.44,3.499486,12.5518,12.3526,288.000000,293.440000,3.499486,-12.551829,-12.352591,0.150461,100,100,6985
14,288.00,292.68,3.503941,12.7043,12.4520,288.000000,292.680000,3.503941,-12.704268,-12.452012,0.188429,100,100,7595
15,288.00,291.30,2.776689,12.8201,12.5542,288.000000,291.300000,2.776689,-12.820122,-12.554207,0.251874,100,100,8256
16,288.00,290.94,2.063104,12.9543,12.7082,288.000000,290.940000,2.063104,-12.954268,-12.708171,0.218506,100,100,8964
17,288.00,291.07,2.346295,13.0122,12.8314,288.000000,291.070000,2.346295,-13.012195,-12.831402,0.184370,100,100,9705
18,288.00,290.55,2.303801,13.1616,12.9513,288.000000,290.550000,2.303801,-13.161585,-12.951311,0.207047,100,100,10449
19,288.00,291.55,3.350746,13.2470,13.0551,288.000000,291.550000,3.350746,-13.246951,-13.055061,0.213172,100,100,11196
20,288.00,292.70,3.351119,13.3140,13.2070,288.000000,292.700000,3.351119,-13.314024,-13.207012,0.070955,100,100,12022
21,288.00,293.00,3.602777,13.3598,13.2359,288.000000,293.000000,3.602777,-13.359756,-13.235945,0.094679,100,100,13030
22,288.00,293.68,3.984671,13.4573,13.3166,288.000000,293.680000,3.984671,-13.457317,-13.316555,0.074355,100,100,13885
23,288.00,293.26,3.087459,13.5122,13.3727,288.000000,293.260000,3.087459,-13.512195,-13.372683,0.062122,100,100,14775
24,288.00,293.15,3.932874,13.5579,13.4354,288.000000,293.150000,3.932874,-13.557927,-13.435366,0.094230,100,100,15676
25,288.00,293.16,3.342813,13.5945,13.4982,288.000000,293.160000,3.342813,-13.594512,-13.498201,0.067654,100,100,16563
26,288.00,292.69,3.100629,13.6433,13.5176,288.000000,292.690000,3.100629,-13.643293,-13.517591,0.071093,100,100,17458
