generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,288.00,295.15,9.653606,8.3872,7.9082,288.000000,295.151899,9.653606,-8.387195,-7.908151,0.189882,79,100,639
2,288.00,295.46,9.303431,8.4177,7.8720,288.000000,295.458333,9.303431,-8.417683,-7.871951,0.232950,72,100,1129
3,288.00,289.22,1.259349,9.4268,9.0808,288.000000,289.219512,1.259349,-9.426829,-9.080756,0.187663,41,100,2393
4,288.00,289.35,1.432447,10.3171,9.6777,288.000000,289.352941,1.432447,-10.317073,-9.677726,0.280282,34,100,3352
5,288.00,288.63,0.581335,10.7317,10.5754,288.000000,288.631579,0.581335,-10.731707,-10.575417,0.061898,19,100,4042
6,288.00,289.69,2.892553,11.4634,10.8439,288.000000,289.692308,2.892553,-11.463415,-10.843926,0.287900,26,100,4753
7,288.00,291.16,4.562821,11.5457,11.1425,288.000000,291.156250,4.562821,-11.545732,-11.142530,0.220581,32,100,5555
8,288.00,290.17,2.595937,11.7256,11.2894,288.000000,290.166667,2.595937,-11.725610,-11.289431,0.143364,30,100,6390
9,288.00,289.55,1.203121,11.5488,11.3517,288.000000,289.550000,1.203121,-11.548780,-11.351677,0.086051,20,100,7234
10,288.00,289.88,1.274990,11.5640,11.3713,288.000000,289.880000,1.274990,-11.564024,-11.371341,0.171073,25,100,8087
11,288.00,289.88,1.492559,11.7287,11.4815,288.000000,289.878788,1.492559,-11.728659,-11.481523,0.200524,33,100,9152
12,288.00,290.87,1.921725,12.1250,11.7142,288.000000,290.870968,1.921725,-12.125000,-11.714152,0.232770,62,100,10086
13,288.00,291.33,2.319837,12.1677,11.9541,288.000000,291.333333,2.319837,-12.167683,-11.954136,0.170520,69,100,10985
14,288.00,291.02,2.114111,12.2561,12.0649,288.000000,291.015152,2.114111,-12.256098,-12.064856,0.169363,66,100,11909
15,288.00,290.60,1.856550,12.3293,12.0981,288.000000,290.603774,1.856550,-12.329268,-12.098136,0.158455,53,100,12819
16,288.00,291.82,2.297814,12.4665,12.2769,288.000000,291.824324,2.297814,-12.466463,-12.276945,0.146852,74,100,13729
17,288.00,292.86,3.365913,12.5762,12.3546,288.000000,292.860465,3.365913,-12.576220,-12.354616,0.143584,86,100,14628
18,288.00,292.59,3.781785,12.6128,12.3870,288.000000,292.590000,3.781785,-12.612805,-12.387012,0.157797,100,100,15539
19,288.00,295.25,5.563048,12.6707,12.4802,288.000000,295.250000,5.563048,-12.670732,-12.480183,0.185178,100,100,16445
20,288.00,293.65,4.922144,12.7378,12.5818,288.000000,293.650000,4.922144,-12.737805,-12.581829,0.102818,100,100,17366
21,288.00,294.24,3.682716,12.7927,12.6803,288.000000,294.240000,3.682716,-12.792683,-12.680274,0.104171,100,100,18288
22,288.00,292.88,3.720968,12.8506,12.6891,288.000000,292.880000,3.720968,-12.850610,-12.689116,0.109113,100,100,19217
23,288.00,292.46,3.737432,12.8963,12.7498,288.000000,292.460000,3.737432,-12.896341,-12.749848,0.133927,100,100,20130
24,288.00,291.12,2.183025,13.0244,12.8271,288.000000,291.120000,2.183025,-13.024390,-12.827104,0.126975,100,100,21044
25,288.00,291.95,3.089903,13.1372,12.9192,288.000000,291.950000,3.089903,-13.137195,-12.919207,0.159380,100,100,21968
26,288.00,292.29,3.305435,13.1555,12.9751,288.000000,292.290000,3.305435,-13.155488,-12.975091,0.160747,100,100,22884
