generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,288.00,296.51,10.496022,8.8933,7.9352,288.000000,296.513889,10.496022,-8.893293,-7.935171,0.208527,72,100,595
2,288.00,294.03,8.414217,8.5701,7.9030,288.000000,294.030769,8.414217,-8.570122,-7.903002,0.300769,65,100,1068
3,288.00,295.32,5.069067,9.9512,9.4112,288.000000,295.318841,5.069067,-9.951220,-9.411188,0.213923,69,100,1772
4,288.00,295.96,5.758706,10.8232,10.2447,288.000000,295.958904,5.758706,-10.823171,-10.244654,0.241391,73,100,2502
5,288.00,296.55,5.609431,11.3628,10.7742,288.000000,296.551724,5.609431,-11.362805,-10.774215,0.307493,87,100,3158
6,288.00,296.63,6.885717,11.7409,11.1616,288.000000,296.630000,6.885717,-11.740854,-11.161555,0.417372,100,100,3915
7,288.00,298.61,7.613009,11.9055,11.4743,288.000000,298.610000,7.613009,-11.905488,-11.474329,0.356029,100,100,4753
8,288.00,295.90,5.721014,12.1585,11.7023,288.000000,295.900000,5.721014,-12.158537,-11.702256,0.259308,100,100,5625
9,288.00,294.93,4.414193,12.2591,11.8109,288.000000,294.930000,4.414193,-12.259146,-11.810884,0.336083,100,100,6487
10,288.00,294.36,4.378402,12.4421,11.8981,288.000000,294.360000,4.378402,-12.442073,-11.898140,0.344972,100,100,7325
11,288.00,296.28,5.625087,12.4787,12.1088,288.000000,296.280000,5.625087,-12.478659,-12.108841,0.340170,100,100,8164
12,288.00,295.84,6.254151,12.6189,12.2434,288.000000,295.840000,6.254151,-12.618902,-12.243384,0.275156,100,100,9016
13,288.00,295.84,6.767156,12.7104,12.3399,288.000000,295.840000,6.767156,-12.710366,-12.339939,0.304811,100,100,9896
14,288.00,294.08,5.341685,12.8262,12.4651,288.000000,294.080000,5.341685,-12.826220,-12.465061,0.301686,100,100,10775
15,288.00,297.92,7.074857,12.8780,12.6602,288.000000,297.920000,7.074857,-12.878049,-12.660183,0.202474,100,100,11665
16,288.00,293.73,6.540420,12.9451,12.5728,288.000000,293.730000,6.540420,-12.945122,-12.572805,0.232880,100,100,12567
17,288.00,291.22,2.826942,13.1159,12.6464,288.000000,291.220000,2.826942,-13.115854,-12.646372,0.202820,100,100,13495
18,288.00,291.47,2.547371,13.2317,12.8666,288.000000,291.470000,2.547371,-13.231707,-12.866555,0.248782,100,100,14496
19,288.00,291.29,2.699241,13.2957,12.9396,288.000000,291.290000,2.699241,-13.295732,-12.939573,0.279330,100,100,15498
20,288.00,291.56,2.684474,13.3354,13.0427,288.000000,291.560000,2.684474,-13.335366,-13.042713,0.254408,100,100,16617
21,288.00,291.66,2.657894,13.3598,13.1022,288.000000,291.660000,2.657894,-13.359756,-13.102195,0.236900,100,100,17653
22,288.00,291.64,2.655259,13.4512,13.1506,288.000000,291.640000,2.655259,-13.451220,-13.150640,0.267462,100,100,18609
23,288.00,291.64,2.755068,13.5152,13.2240,288.000000,291.640000,2.755068,-13.515244,-13.224024,0.246547,100,100,19597
24,288.00,292.21,2.953963,13.6494,13.3991,288.000000,292.210000,2.953963,-13.649390,-13.399146,0.234245,100,100,20558
25,288.00,292.61,3.110932,13.6921,13.4734,288.000000,292.610000,3.110932,-13.692073,-13.473415,0.224278,100,100,21511
26,288.00,291.60,2.328089,13.7896,13.5150,288.000000,291.600000,2.328089,-13.789634,-13.514970,0.224473,100,100,22449
