generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,288.00,295.62,9.726829,8.4665,7.9378,288.000000,295.623529,9.726829,-8.466463,-7.937769,0.186831,85,100,634
2,288.00,296.12,9.517058,8.4604,7.8667,288.000000,296.117647,9.517058,-8.460366,-7.866714,0.244696,85,100,1193
3,288.00,290.28,2.489854,9.6037,9.0627,288.000000,290.275000,2.489854,-9.603659,-9.062729,0.245388,40,100,2066
4,288.00,295.00,6.627798,10.6372,10.0277,288.000000,295.000000,6.627798,-10.637195,-10.027696,0.318141,83,100,2456
5,288.00,294.84,5.762482,10.8811,10.5323,288.000000,294.838384,5.762482,-10.881098,-10.532305,0.162971,99,100,3026
6,288.00,296.46,7.071515,11.1341,10.8840,288.000000,296.464646,7.071515,-11.134146,-10.883992,0.104161,99,100,3673
7,288.00,294.81,6.335132,11.3628,11.1750,288.000000,294.810000,6.335132,-11.362805,-11.175000,0.125336,100,100,4364
8,288.00,293.87,5.626109,11.7927,11.3760,288.000000,293.870000,5.626109,-11.792683,-11.375976,0.188669,100,100,5178
9,288.00,295.99,6.019128,11.8476,11.6009,288.000000,295.990000,6.019128,-11.847561,-11.600945,0.194957,100,100,6021
10,288.00,293.68,3.918877,12.0030,11.7445,288.000000,293.680000,3.918877,-12.003049,-11.744543,0.196460,100,100,6880
11,288.00,293.61,4.154263,12.0518,11.8256,288.000000,293.610000,4.154263,-12.051829,-11.825640,0.189325,100,100,7809
12,288.00,294.61,4.902846,12.1006,11.8779,288.000000,294.610000,4.902846,-12.100610,-11.877927,0.170594,100,100,8779
13,288.00,297.08,7.046531,12.2256,12.0055,288.000000,297.080000,7.046531,-12.225610,-12.005488,0.196696,100,100,9771
14,288.00,298.04,7.726474,12.2683,12.1288,288.000000,298.040000,7.726474,-12.268293,-12.128811,0.119295,100,100,10779
15,288.00,297.78,8.765364,12.3994,12.1650,288.000000,297.780000,8.765364,-12.399390,-12.164970,0.125808,100,100,11773
16,288.00,293.29,5.435614,12.5152,12.2561,288.000000,293.290000,5.435614,-12.515244,-12.256128,0.175040,100,100,12781
17,288.00,294.53,6.104842,12.5457,12.3738,288.000000,294.530000,6.104842,-12.545732,-12.373750,0.154028,100,100,13793
18,288.00,291.85,2.947457,12.7012,12.4353,288.000000,291.850000,2.947457,-12.701220,-12.435305,0.186996,100,100,14853
19,288.00,293.43,3.386015,12.8049,12.6249,288.000000,293.430000,3.386015,-12.804878,-12.624939,0.140019,100,100,15939
20,288.00,294.57,4.377796,12.8811,12.7096,288.000000,294.570000,4.377796,-12.881098,-12.709573,0.139945,100,100,17026
21,288.00,291.36,3.093606,12.8933,12.7366,288.000000,291.360000,3.093606,-12.893293,-12.736646,0.139279,100,100,18125
22,288.00,291.95,2.779838,13.0274,12.8944,288.000000,291.950000,2.779838,-13.027439,-12.894390,0.075342,100,100,19258
23,288.00,292.86,3.206306,13.0671,12.9439,288.000000,292.860000,3.206306,-13.067073,-12.943872,0.054877,100,100,20387
24,288.00,293.30,4.003748,13.0732,12.9688,288.000000,293.300000,4.003748,-13.073171,-12.968811,0.062935,100,100,21522
25,288.00,293.84,4.323702,13.0854,13.0080,288.000000,293.840000,4.323702,-13.085366,-13.007988,0.048149,100,100,22642
26,288.00,290.42,1.828551,13.1402,13.0726,288.000000,290.420000,1.828551,-13.140244,-13.072622,0.036675,100,100,23765
