generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,288.00,295.68,10.183533,8.2012,7.9224,288.000000,295.682927,10.183533,-8.201220,-7.922405,0.187722,82,100,653
2,288.00,295.41,8.820156,8.6098,7.9072,288.000000,295.411765,8.820156,-8.609756,-7.907174,0.243964,85,100,1198
3,288.00,288.95,1.356221,9.0366,8.7141,288.000000,288.947368,1.356221,-9.036585,-8.714056,0.194905,19,100,2329
4,288.00,293.69,5.621484,10.0366,9.5005,288.000000,293.694444,5.621484,-10.036585,-9.500508,0.383677,36,100,3089
5,288.00,294.21,4.582871,10.4756,10.0328,288.000000,294.209302,4.582871,-10.475610,-10.032828,0.287230,43,100,3699
6,289.00,295.85,6.950567,10.7256,10.4289,289.000000,295.848485,6.950567,-10.725610,-10.428862,0.249245,33,100,4306
7,289.00,294.98,5.325089,10.8476,10.6739,289.000000,294.976190,5.325089,-10.847561,-10.673853,0.144265,42,100,5058
8,288.00,291.00,2.255428,11.0915,10.7886,288.000000,291.000000,2.255428,-11.091463,-10.788574,0.214395,46,100,5769
9,288.00,291.70,2.602057,11.3720,11.0561,288.000000,291.701754,2.602057,-11.371951,-11.056055,0.199186,57,100,6600
10,288.00,290.95,2.012225,11.4634,11.2094,288.000000,290.948276,2.012225,-11.463415,-11.209420,0.164598,58,100,7475
11,288.00,290.88,2.017590,11.6280,11.3305,288.000000,290.881356,2.017590,-11.628049,-11.330508,0.151329,59,100,8357
12,288.00,291.96,2.491883,11.7530,11.5405,288.000000,291.957746,2.491883,-11.753049,-11.540536,0.174628,71,100,9200
13,288.00,291.12,2.348525,11.9756,11.6957,288.000000,291.117647,2.348525,-11.975610,-11.695720,0.204407,51,100,10041
14,288.00,292.74,3.087390,12.1341,11.8622,288.000000,292.743902,3.087390,-12.134146,-11.862173,0.186022,82,100,10912
15,288.00,292.53,3.737840,12.2104,11.9246,288.000000,292.527778,3.737840,-12.210366,-11.924585,0.214474,72,100,11799
16,288.00,293.98,4.548708,12.2927,11.9959,288.000000,293.975309,4.548708,-12.292683,-11.995860,0.181019,81,100,12695
17,288.00,295.10,4.510781,12.3110,12.0946,288.000000,295.100000,4.510781,-12.310976,-12.094643,0.184481,70,100,13607
18,288.00,295.32,4.417349,12.3232,12.0987,288.000000,295.323529,4.417349,-12.323171,-12.098727,0.182135,68,100,14553
19,288.00,294.66,4.469406,12.3567,12.1012,288.000000,294.656250,4.469406,-12.356707,-12.101181,0.161592,64,100,15498
20,288.00,293.09,3.717917,12.3171,12.0644,288.000000,293.090909,3.717917,-12.317073,-12.064381,0.197985,77,100,16465
21,288.00,292.29,2.997461,12.3323,12.0627,288.000000,292.288136,2.997461,-12.332317,-12.062681,0.192587,59,100,17418
22,288.00,291.76,2.438163,12.3049,12.1046,288.000000,291.764706,2.438163,-12.304878,-12.104555,0.173587,51,100,18384
23,288.00,291.07,1.881283,12.3445,12.0897,288.000000,291.065217,1.881283,-12.344512,-12.089674,0.202165,46,100,19354
24,288.00,291.84,2.518229,12.4146,12.1073,288.000000,291.838235,2.518229,-12.414634,-12.107335,0.200235,68,100,20612
25,288.00,292.49,2.892072,12.4360,12.1976,288.000000,292.485714,2.892072,-12.435976,-12.197648,0.193495,70,100,21649
26,288.00,292.40,3.195533,12.4695,12.1901,288.000000,292.400000,3.195533,-12.469512,-12.190113,0.205663,70,100,22688
